sim_time,agent_id,agent_speed,agent_waiting,agent_acc,agent_jeck,agent_collision
58.0,rl_0,2.78137126897714,0.0,3.2608251571655273,0.0,3
58.4,rl_0,2.78137126897714,0.0,3.2193074226379395,0.0,4
58.8,rl_0,3.340706664769571,0.0,3.1739163398742676,3.495846223702692,5
59.2,rl_0,3.9000420605620016,0.0,3.89803409576416,0.0,6
59.6,rl_0,4.595784907312399,0.0,3.952272415161133,0.852546568487289,7
60.0,rl_0,5.291527754062796,0.0,3.3214187622070312,0.0,8
60.4,rl_0,5.176181433327394,0.0,2.9568538665771484,-5.06930729678624,9
60.8,rl_0,5.060835112591993,0.0,3.2283644676208496,0.0,10
61.2,rl_0,5.330180207925902,0.0,3.1773757934570312,2.4043213504331917,11
61.6,rl_0,5.599525303259811,0.0,2.6983041763305664,0.0,12
62.0,rl_0,5.589228208223244,0.0,2.611581802368164,-1.7477636898154736,13
62.4,rl_0,5.578931113186678,0.0,2.6607789993286133,0.0,14
62.8,rl_0,6.498379297910757,0.0,2.7728424072265625,5.810907998504039,15
63.2,rl_0,6.79,0.0,3.658601760864258,-3.9239217664677306,16
63.6,rl_0,8.007326028797879,0.0,2.8861942291259766,5.785658291928974,17
64.0,rl_0,9.224652057595758,0.0,3.7880797386169434,5.551115123125783e-15,18
64.4,rl_0,10.358205845671705,0.0,3.9794211387634277,-0.5235765045120799,19
64.8,rl_0,11.491759633747652,0.0,3.9994869232177734,0.0,20
65.2,rl_0,11.840669000060817,0.0,3.9999990463256836,-4.904027636017383,21
65.6,rl_0,12.189578366373983,0.0,3.999999523162842,0.0,22
66.0,rl_0,12.315332472811622,0.0,4.0,-1.394720374222036,23
66.4,rl_0,12.441086579249262,0.0,4.0,0.0,24
66.8,rl_0,12.629286704678972,0.0,4.0,0.3902876187004356,25
67.2,rl_0,12.817486830108681,0.0,4.0,0.0,26
67.6,rl_0,12.41717658215439,0.0,4.0,-3.678189833650003,27
68.0,rl_0,12.016866334200099,0.0,4.0,0.0,28
68.4,rl_0,10.6168663342001,0.0,4.0,-6.248060950285672,28
68.8,rl_0,9.216866334200102,0.0,3.9999914169311523,0.0,28
69.2,rl_0,8.120560667100051,0.0,3.9958529472351074,1.8980895806246734,28
69.6,rl_0,7.024255,0.0,3.815516948699951,0.0,28
70.0,rl_0,6.79,0.0,3.9942989349365234,5.387816669375317,28
70.4,rl_0,6.555745,0.0,3.968935012817383,0.0,28
70.8,rl_0,6.79,0.0,3.7474422454833984,2.9281875000000013,28
71.2,rl_0,7.024255,0.0,2.5156970024108887,0.0,28
71.6,rl_0,8.624255,0.0,2.5914735794067383,8.535906249999996,28
72.0,rl_0,10.224255,0.0,3.7472219467163086,0.0,28
72.4,rl_0,11.824254999999999,0.0,4.0,0.0,28
