sim_time,agent_id,agent_speed,agent_acc,agent_jeck,agent_collision
4.4,rl_0,3.2375324399093275,0.0,0.0,2
4.8,rl_0,2.8163488411565836,-1.0529589968818598,-2.632397492204649,3
5.2,rl_0,2.3951652424038397,-1.0529589968818598,0.0,4
5.6,rl_0,2.8783103397002074,1.2078627432409195,5.652054350306948,5
6.0,rl_0,3.3614554369965752,1.2078627432409195,0.0,6
6.4,rl_0,3.816363008420203,1.1372689285590698,-0.17648453670462416,7
6.8,rl_0,4.271270579843831,1.1372689285590698,0.0,8
7.2,rl_0,4.864400409356892,1.4828245737826529,0.8638891130589577,9
7.6,rl_0,5.457530238869953,1.4828245737826529,0.0,10
8.0,rl_0,5.668527713833669,0.5274936874092884,-2.388327215933411,11
8.4,rl_0,5.879525188797384,0.5274936874092884,0.0,12
8.8,rl_0,5.823669688671138,-0.139638750315616,-1.667831094312261,13
9.2,rl_0,5.767814188544891,-0.139638750315616,0.0,14
9.6,rl_0,5.671690048297118,-0.24031035061943262,-0.2516790007595415,15
10.0,rl_0,5.575565908049345,-0.24031035061943262,0.0,16
10.4,rl_0,6.650238826816082,2.6866822969168425,7.317481618840687,17
10.8,rl_0,7.724911745582819,2.6866822969168425,0.0,18
11.2,rl_0,9.167102498878837,3.605476883240044,2.296986465808004,19
11.6,rl_0,10.609293252174854,3.605476883240044,0.0,20
12.0,rl_0,10.559729598480459,-0.12390913423598882,-9.323465043690081,21
12.4,rl_0,10.510165944786063,-0.12390913423598882,0.0,22
12.8,rl_0,11.185196364646727,1.6875760496516579,4.528712959719116,23
13.2,rl_0,11.86022678450739,1.6875760496516579,0.0,24
13.6,rl_0,11.782526327000244,-0.1942511437678629,-4.7045679835488015,25
14.0,rl_0,11.7048258694931,-0.1942511437678629,0.0,26
14.4,rl_0,10.5048258694931,-2.9999999999999982,-7.014372140580338,27
14.8,rl_0,9.3048258694931,-2.9999999999999982,0.0,28
15.2,rl_0,8.104825869493101,-2.9999999999999982,0.0,29
15.6,rl_0,6.904825869493102,-2.9999999999999982,0.0,30
16.0,rl_0,6.190471626133564,-1.785885608398845,3.0352859790028828,31
16.4,rl_0,5.476117382774026,-1.785885608398845,0.0,32
16.8,rl_0,5.859831504230066,0.9592853036401006,6.862927280097364,33
17.2,rl_0,6.243545625686107,0.9592853036401006,0.0,34
17.6,rl_0,5.61233546017306,-1.5780254137826155,-6.3432767935567895,34
18.0,rl_0,4.981125294660014,-1.5780254137826155,0.0,34
18.4,rl_0,6.365012491178494,3.4597179912962006,12.594358512697038,34
18.8,rl_0,7.748899687696975,3.4597179912962006,0.0,35
19.2,rl_0,8.826224506703,2.693312047515062,-1.916014859452847,36
19.6,rl_0,9.903549325709024,2.693312047515062,0.0,37
20.0,rl_0,11.058465105728272,2.8872894500481205,0.4849435063326468,38
20.4,rl_0,12.21338088574752,2.8872894500481205,0.0,39
20.8,rl_0,12.517158111606408,0.7594430646472183,-5.3196159635022555,40
21.2,rl_0,12.820935337465295,0.7594430646472183,0.0,41
21.6,rl_0,12.976838150945161,0.38975703369966475,-0.924215077368884,42
22.0,rl_0,13.132740964425027,0.38975703369966475,0.0,43
22.4,rl_0,12.491465999186644,-1.6031874130959567,-4.982361116989053,44
22.8,rl_0,11.850191033948262,-1.6031874130959567,0.0,45
23.2,rl_0,10.65019103394826,-3.0000000000000027,-3.492031467260115,46
23.6,rl_0,9.45019103394826,-3.0000000000000027,0.0,47
24.0,rl_0,8.833477723987073,-1.5417832749029659,3.645541812742592,48
24.4,rl_0,8.216764414025887,-1.5417832749029659,0.0,49
24.8,rl_0,8.250170482981417,0.08351517238882611,4.06324611822948,50
25.2,rl_0,8.283576551936948,0.08351517238882611,0.0,51
25.6,rl_0,7.358897835942741,-2.311696789985518,-5.98802990593586,52
26.0,rl_0,6.4342191199485335,-2.311696789985518,0.0,53
26.4,rl_0,5.956561970436169,-1.19414287378091,2.793884790511519,54
26.8,rl_0,5.478904820923805,-1.19414287378091,0.0,55
27.2,rl_0,5.669703553934694,0.47699683252722114,4.177849265770328,56
27.6,rl_0,5.860502286945582,0.47699683252722114,0.0,57
28.0,rl_0,6.194283799027205,0.8344537802040564,0.8936423691920881,58
28.4,rl_0,6.528065311108827,0.8344537802040564,0.0,58
28.8,rl_0,7.794480962623953,3.1660391287878142,5.828963371459395,58
29.2,rl_0,9.060896614139079,3.1660391287878142,0.0,58
29.6,rl_0,10.396612676923274,3.3392901569604883,0.43312757043168504,58
30.0,rl_0,11.73232873970747,3.3392901569604883,0.0,58
