sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
0.8,rl_0,1.688092599249694,4.0,9.913703745310587,0
1.2,rl_0,3.274285198499388,4.0,0.0,0
1.6,rl_0,4.563288814385488,4.0,-1.8574311460224624,0
2.0,rl_0,5.8522924302715875,4.0,-2.220446049250313e-15,0
2.4,rl_0,5.628793364392155,4.0,-9.453141761034578,0
2.8,rl_0,5.405294298512722,4.0,0.0,0
3.2,rl_0,4.8533102808127735,4.0,-2.0530309488782206,0
3.6,rl_0,4.301326263112825,4.0,0.0,0
4.0,rl_0,5.842284202806942,4.0,13.080887233712906,0
4.4,rl_0,7.383242142501059,4.0,0.0,0
4.8,rl_0,6.79,4.0,-13.338750513719848,0
5.2,rl_0,6.196757857498941,4.0,0.0,0
5.6,rl_0,6.79,4.0,7.415526781263237,0
6.0,rl_0,7.383242142501059,4.0,0.0,0
6.4,rl_0,8.200043668171523,4.0,1.397246144808778,0
6.8,rl_0,9.016845193841986,4.0,0.0,0
7.2,rl_0,8.747494515583723,4.0,-6.788451274554541,0
7.6,rl_0,8.47814383732546,4.0,0.0,0
8.0,rl_0,8.637390726617214,4.0,2.6787347971876097,0
8.4,rl_0,8.796637615908969,4.0,0.0,0
8.8,rl_0,9.200240112563069,4.0,1.5272225460146616,0
9.2,rl_0,9.60384260921717,4.0,0.0,0
9.6,rl_0,10.159499976473425,4.0,0.9503429412634712,0
10.0,rl_0,10.71515734372968,4.0,0.0,0
10.4,rl_0,10.688914087008976,4.0,-3.6368788998559998,0
10.8,rl_0,10.662670830288272,4.0,0.0,0
11.2,rl_0,10.932517149846953,4.0,1.8505598517461586,0
11.6,rl_0,11.202363469405634,4.0,0.0,0
12.0,rl_0,11.44243207973732,4.0,-0.18611068266872755,0
12.4,rl_0,11.682500690069004,4.0,0.0,0
12.8,rl_0,12.099944195011847,4.0,1.1085930913197428,0
13.2,rl_0,12.517387699954691,4.0,0.0,0
13.6,rl_0,12.643824764619739,4.0,-1.8187902517362242,0
14.0,rl_0,12.770261829284786,4.0,0.0,0
14.4,rl_0,13.09648933665295,4.0,1.24869026689447,0
14.8,rl_0,13.422716844021112,4.0,0.0,0
15.2,rl_0,13.605878574060284,4.0,-0.8941611083061907,0
15.6,rl_0,13.789040304099457,4.0,0.0,0
16.0,rl_0,13.89,4.0,-0.513762713366428,0
16.4,rl_0,13.89,4.0,-0.6309980993783992,0
16.8,rl_0,13.89,4.0,0.0,0
17.2,rl_0,13.89,4.0,0.0,0
17.6,rl_0,13.89,4.0,0.0,0
18.0,rl_0,13.89,4.0,0.0,0
18.4,rl_0,13.89,4.0,0.0,0
18.8,rl_0,13.89,4.0,0.0,0
19.2,rl_0,13.89,4.0,0.0,0
19.6,rl_0,13.89,4.0,0.0,0
20.0,rl_0,13.89,4.0,0.0,0
20.4,rl_0,13.89,4.0,0.0,0
20.8,rl_0,13.89,4.0,0.0,0
21.2,rl_0,13.89,4.0,0.0,0
21.6,rl_0,13.89,4.0,0.0,0
22.0,rl_0,13.89,4.0,0.0,0
22.4,rl_0,13.89,4.0,0.0,0
22.8,rl_0,13.89,4.0,0.0,0
23.2,rl_0,12.690000000000001,4.0,-7.499999999999996,0
23.6,rl_0,11.490000000000002,4.0,0.0,0
24.0,rl_0,10.290000000000003,4.0,0.0,0
24.4,rl_0,9.090000000000003,4.0,0.0,0
24.8,rl_0,7.890000000000003,4.0,-5.551115123125783e-15,0
25.2,rl_0,6.690000000000003,4.0,0.0,0
25.6,rl_0,5.490000000000003,4.0,0.0,0
26.0,rl_0,0.0,4.0,7.500000000000001,0
26.4,rl_0,0.0,4.0,0.0,0
26.8,rl_0,0.0,4.0,0.0,0
27.2,rl_0,0.0,4.0,0.0,0
27.6,rl_0,0.0,4.0,0.0,0
28.0,rl_0,0.19134080302265175,4.0,1.1958800188915732,0
28.4,rl_0,0.3826816060453035,4.0,0.0,0
28.8,rl_0,1.9826816060453036,4.0,8.804119981108427,0
29.2,rl_0,3.5826816060453037,4.0,0.0,0
29.6,rl_0,5.159072105654688,4.0,-0.14755937744134973,0
30.0,rl_0,6.735462605264072,4.0,0.0,0
30.4,rl_0,6.79,4.0,-9.511581905459098,0
30.8,rl_0,6.79,4.0,-0.3408587170995514,0
31.2,rl_0,7.9849478987259825,4.0,7.46842436703739,0
31.6,rl_0,9.179895797451966,4.0,5.551115123125783e-15,0
32.0,rl_0,10.227201369338045,4.0,-0.9227645427493991,0
32.4,rl_0,11.274506941224125,4.0,0.0,0
32.8,rl_0,11.274506941224125,4.0,0.0,0
