sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
7.6,rl_0,4.489799487896746,4.0,-2.9704793840391095,3
8.0,rl_0,4.014522786450488,4.0,0.0,4
8.4,rl_0,3.7218083950469274,4.0,1.1410144377668545,5
8.8,rl_0,3.4290940036433666,4.0,0.0,6
9.2,rl_0,4.26344173344874,4.0,7.044138257555841,7
9.6,rl_0,5.097789463254114,4.0,0.0,8
10.0,rl_0,5.6674250775625,4.0,-1.654450721856171,9
10.4,rl_0,6.237060691870886,4.0,0.0,10
10.8,rl_0,6.602465149802884,4.0,-1.276444727352427,11
11.2,rl_0,6.79,4.0,-1.111685048343014,12
11.6,rl_0,6.79,4.0,-1.172092813731973,13
12.0,rl_0,6.79,4.0,0.0,14
12.4,rl_0,7.757714119790073,3.999999761581421,6.048213248687955,15
12.8,rl_0,8.725428239580147,3.999999761581421,5.551115123125783e-15,16
13.2,rl_0,9.590207775601984,4.0,-0.6433411485514795,17
13.6,rl_0,10.454987311623821,4.0,0.0,18
14.0,rl_0,10.13302220789914,4.0,-7.4171539984157375,19
14.4,rl_0,9.81105710417446,4.0,0.0,20
14.8,rl_0,9.804518926847676,4.0,1.9714182899868593,21
15.2,rl_0,9.797980749520892,4.0,0.0,21
15.6,rl_0,10.379180877902424,4.0,3.6733644106769714,21
16.0,rl_0,10.960381006283956,4.0,0.0,21
16.4,rl_0,11.419106856938198,4.0,-0.7654642357955654,21
16.8,rl_0,11.87783270759244,4.0,0.0,21
17.2,rl_0,11.746320170776986,4.0,-3.6889899216855926,21
17.6,rl_0,11.614807633961533,4.0,0.0,21
18.0,rl_0,11.751888756462764,4.0,1.678710370729275,21
18.4,rl_0,11.888969878963994,4.0,0.0,21
18.8,rl_0,12.149706199678544,4.0,0.7728449888332434,21
19.2,rl_0,12.410442520393094,4.0,0.0,21
19.6,rl_0,12.803682960858676,4.0,0.8281507484439565,21
20.0,rl_0,13.19692340132426,4.0,0.0,21
20.4,rl_0,13.292439579077554,4.0,-1.8607766419518001,21
20.8,rl_0,13.387955756830848,4.0,0.0,21
21.2,rl_0,13.655616914947121,4.0,1.075906127268611,21
21.6,rl_0,13.89,4.0,-0.20798795664620506,21
22.0,rl_0,13.89,4.0,-1.4648942815804977,21
22.4,rl_0,13.89,4.0,0.0,21
22.8,rl_0,13.89,4.0,0.0,21
23.2,rl_0,13.89,4.0,0.0,21
23.6,rl_0,13.89,4.0,0.0,21
24.0,rl_0,13.89,3.999999761581421,0.0,21
24.4,rl_0,13.89,4.0,0.0,21
24.8,rl_0,13.89,4.0,0.0,21
25.2,rl_0,13.89,4.0,0.0,21
25.6,rl_0,13.89,4.0,0.0,21
26.0,rl_0,13.89,4.0,0.0,21
26.4,rl_0,13.89,4.0,0.0,21
26.8,rl_0,13.89,4.0,0.0,21
27.2,rl_0,13.89,4.0,0.0,21
27.6,rl_0,13.89,4.0,0.0,21
28.0,rl_0,13.89,4.0,0.0,21
28.4,rl_0,13.64435013690661,4.0,-1.5353116443336923,21
28.8,rl_0,13.398700273813219,4.0,0.0,21
29.2,rl_0,12.50683420315263,4.0,-4.038851297294987,21
29.6,rl_0,11.614968132492042,4.0,0.0,21
30.0,rl_0,10.414968132492042,4.0,-1.9258370583713158,22
30.4,rl_0,9.214968132492043,4.0,0.0,22
30.8,rl_0,8.014968132492044,4.0,0.0,22
31.2,rl_0,6.814968132492044,4.0,0.0,22
31.6,rl_0,6.574264388215778,4.0,5.995601598273331,22
32.0,rl_0,6.333560643939512,4.0,0.0,22
32.4,rl_0,5.805817580936952,4.0,-1.7939957420393338,22
32.8,rl_0,5.278074517934392,4.0,0.0,22
33.2,rl_0,6.78435336614503,4.0,12.712636945082485,22
33.6,rl_0,6.79,4.0,-9.378951339722924,22
34.0,rl_0,8.188871440611573,4.0,8.707655042228767,22
34.4,rl_0,9.587742881223146,4.0,5.551115123125783e-15,22
34.8,rl_0,10.133954944884772,4.0,-5.3291211059371735,22
35.2,rl_0,10.680167008546398,4.0,0.0,22
35.6,rl_0,10.680167008546398,4.0,0.0,22
