sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
54.4,2.445,0.0,0.0,0.495,1.76,13.824,-8.568,-0.0
54.8,2.185,0.0,-0.651,1.43,2.913,13.824,-8.568,-0.26
55.2,1.924,0.0,-0.651,2.763,3.756,13.824,-8.568,-0.259
55.6,3.047,0.0,2.807,4.158,3.216,13.824,-8.568,1.532
56.0,4.17,0.0,2.807,5.296,2.475,13.824,-8.568,1.526
56.4,4.486,0.0,0.79,6.299,2.54,0.416,-11.377,0.473
56.8,4.802,0.0,0.79,7.182,1.877,1.269,-11.597,0.472
57.2,5.758,0.0,2.389,7.672,0.574,2.464,-11.817,1.306
57.6,6.714,0.0,2.389,7.801,0.067,3.894,-10.861,1.306
58.0,6.869,0.0,0.388,7.886,0.36,5.163,-9.904,0.264
58.4,7.024,0.0,0.388,8.107,0.744,6.202,-2.185,0.337
58.8,6.522,0.0,-1.256,8.612,1.785,6.967,-1.675,-0.265
59.2,6.02,0.0,-1.256,9.576,3.032,7.283,-0.945,-0.213
59.6,6.102,0.4,0.206,10.921,3.695,20.13,-6.857,0.425
60.0,6.185,0.8,0.206,12.58,4.601,19.72,-6.805,0.219
60.4,7.337,0.0,2.88,14.388,4.437,7.167,-7.53,1.628
60.8,8.489,0.0,2.88,15.799,2.62,7.77,-7.656,1.583
61.2,9.532,-0.4,2.608,16.506,0.913,8.861,-7.782,1.488
61.6,10.575,-0.4,2.608,16.61,-0.391,10.378,-7.692,1.457
62.0,10.575,-0.4,-0.001,16.402,-0.651,12.066,-7.602,0.222
62.4,10.575,-0.4,-0.001,16.013,-1.292,13.453,-6.179,0.168
62.8,10.381,0.0,-0.485,15.407,-1.739,14.231,-4.757,-0.092
63.2,10.187,0.0,-0.485,14.768,-1.455,14.614,-4.592,-0.013
63.6,9.805,0.0,-0.955,14.281,-0.982,14.817,-4.428,-0.305
64.0,9.423,0.0,-0.955,13.865,-1.099,14.798,-4.253,-0.343
64.4,9.362,0.0,-0.152,13.337,-1.537,14.622,-4.079,0.095
64.8,9.301,0.0,-0.152,13.018,-0.058,14.342,-3.859,0.069
65.2,9.019,0.0,-0.704,13.336,1.643,13.906,-3.639,-0.229
65.6,8.738,0.0,-0.704,14.295,3.154,13.333,-3.739,-0.18
66.0,9.971,0.0,3.085,15.556,3.15,12.991,-3.84,1.743
66.4,11.205,0.0,3.085,16.558,1.86,13.243,-4.247,1.787
66.8,12.109,0.0,2.259,17.11,0.9,14.087,-4.655,1.438
67.2,13.013,0.0,2.259,17.285,-0.024,15.233,-3.953,1.274
67.6,13.123,0.0,0.275,17.249,-0.155,16.301,-3.251,0.524
68.0,13.232,0.0,0.275,17.052,-0.833,17.486,-4.318,0.464
68.4,12.735,0.0,-1.245,16.705,-0.904,19.02,-5.386,-0.485
68.8,12.237,0.0,-1.245,16.274,-1.251,20.778,-6.433,-0.407
69.2,12.028,0.0,-0.521,15.646,-1.887,41.687,-4.183,-0.023
69.6,11.82,0.0,-0.521,14.962,-1.533,42.733,-5.2,-0.04
70.0,10.79,0.0,-2.573,14.584,-0.357,43.818,-5.618,-1.1
70.4,9.761,0.0,-2.573,14.513,0.002,44.659,-6.035,-1.125
70.8,9.78,0.0,0.046,14.377,-0.686,45.54,-6.829,0.219
71.2,9.798,0.0,0.046,13.941,-1.489,46.746,-7.622,0.176
71.6,9.747,0.0,-0.128,13.199,-2.223,47.817,-6.184,0.073
72.0,9.696,0.0,-0.128,12.23,-2.62,48.291,-4.745,0.131
72.4,8.62,0.0,-2.688,11.308,-1.993,47.941,-3.19,-1.201
72.8,7.545,0.0,-2.688,10.801,-0.54,46.539,-1.635,-1.203
73.2,7.394,0.0,-0.378,10.691,-0.01,44.544,-1.451,-0.073
73.6,7.243,0.0,-0.378,10.665,0.156,42.415,-1.267,-0.08
74.0,7.029,0.0,-0.535,10.773,0.385,40.233,-1.549,-0.157
74.4,6.815,0.0,-0.535,10.88,0.152,38.078,-1.832,-0.158
74.8,6.69,0.0,-0.312,65.778,0.362,35.996,-2.257,-0.06
75.2,6.565,0.0,-0.312,65.751,-0.499,34.035,-2.682,-0.038
75.6,7.761,0.0,2.99,65.308,-1.712,32.284,-2.239,1.624
76.0,8.956,0.0,2.99,64.381,-2.925,30.835,-1.796,1.656
76.4,10.478,0.0,3.805,62.681,-5.573,29.858,-1.887,2.258
76.8,12.0,0.0,3.805,59.923,-8.22,29.527,-1.978,2.302
77.2,12.329,0.0,0.822,56.755,-7.619,29.818,-3.15,0.524
77.6,12.658,0.0,0.822,53.828,-7.017,30.71,-4.322,0.697
78.0,12.981,0.0,0.808,0.0,0.0,32.147,-5.226,0.67
78.4,13.304,0.0,0.808,47.869,-7.879,34.076,-6.131,0.661
78.8,13.003,0.0,-0.752,45.001,-6.463,28.127,-12.446,-0.147
79.2,12.702,0.0,-0.752,42.699,-5.047,32.336,-10.892,-0.157
79.6,12.824,0.0,0.304,40.896,-3.968,35.942,-9.611,0.383
80.0,12.945,0.0,0.304,39.525,-2.888,39.084,-8.331,0.402
80.4,12.14,0.0,-2.014,38.833,-0.569,41.791,-8.121,-0.756
80.8,11.334,0.0,-2.014,39.069,1.749,44.092,-7.911,-0.779
81.2,10.604,0.0,-1.826,0.0,0.0,45.734,-6.357,-0.742
81.6,9.874,0.0,-1.826,0.0,0.0,46.461,-4.802,-0.759
82.0,9.092,0.0,-1.955,0.0,0.0,46.312,-3.488,-0.782
82.4,8.31,0.0,-1.955,0.0,0.0,45.324,-2.173,-0.853
82.8,7.11,0.0,-3.0,0.0,0.0,43.596,-1.766,-1.353
83.2,5.91,0.0,-3.0,0.0,0.0,41.225,5.852,-1.371
83.6,5.704,0.0,-0.515,0.0,0.0,38.515,5.73,-0.046
84.0,5.498,0.0,-0.515,0.0,0.0,35.772,5.609,0.076
84.4,6.112,0.0,1.536,0.0,0.0,33.201,-1.937,1.221
84.8,6.726,0.0,1.536,0.0,0.0,31.011,-2.272,1.083
85.2,7.594,0.0,2.169,0.0,0.0,29.25,-2.603,1.237
85.6,8.462,0.0,2.169,0.0,0.0,27.968,-2.933,1.194
86.0,9.458,0.0,2.491,0.0,0.0,27.296,-3.786,1.363
86.4,10.454,0.0,2.491,0.0,0.0,27.363,-4.638,1.366
