sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
34.8,0.998,0.0,0.0,1.85,4.169,86.777,-2.89,-0.0
35.2,2.152,0.0,2.886,3.26,2.884,86.777,-2.89,1.585
35.6,3.306,0.0,2.886,4.267,2.15,86.777,-2.89,1.571
36.0,4.098,0.0,1.979,5.053,1.779,86.777,-2.89,1.094
36.4,4.89,0.0,1.979,5.542,0.665,86.777,-2.89,1.092
36.8,4.578,0.0,-0.779,5.805,0.654,1.394,-13.571,-0.325
37.2,4.267,0.0,-0.779,6.106,0.851,2.741,-12.317,-0.325
37.6,4.852,0.0,1.463,6.307,0.152,3.64,-11.062,0.823
38.0,5.438,0.0,1.463,6.241,-0.484,4.448,-10.687,0.823
38.4,5.431,0.0,-0.015,6.038,-0.528,5.222,-10.312,0.053
38.8,5.425,0.0,-0.015,6.002,0.348,5.91,-3.064,0.081
39.2,5.313,0.0,-0.281,6.338,1.331,6.56,-3.025,0.036
39.6,5.201,0.0,-0.281,7.056,2.257,6.966,-2.071,0.151
40.0,5.677,0.0,1.191,8.026,2.595,7.063,-1.116,1.002
40.4,6.153,0.0,1.191,9.266,3.604,11.16,-8.581,0.929
40.8,7.32,0.0,2.918,10.771,3.923,25.264,-9.359,1.697
41.2,8.488,0.0,2.918,11.992,2.179,8.184,-8.21,1.644
41.6,9.088,0.0,1.502,12.628,1.002,9.449,-8.542,0.922
42.0,9.689,0.0,1.502,12.865,0.184,10.93,-8.083,0.966
42.4,10.019,0.0,0.823,12.83,-0.361,12.413,-7.624,0.571
42.8,10.348,0.0,0.823,12.485,-1.363,13.725,-6.569,0.602
43.2,9.624,0.0,-1.811,11.95,-1.311,14.536,-5.514,-0.713
43.6,8.899,0.0,-1.811,11.687,-0.005,14.74,-4.986,-0.772
44.0,8.561,0.0,-0.846,11.869,0.915,14.521,-4.457,-0.272
44.4,8.222,0.0,-0.846,12.321,1.346,14.067,-4.492,-0.296
44.8,9.098,0.0,2.19,12.703,0.563,13.735,-4.527,1.276
45.2,9.974,0.0,2.19,12.912,0.483,13.695,-4.203,1.334
45.6,10.362,0.0,0.969,13.187,0.892,13.779,-3.879,0.657
46.0,10.75,0.0,0.969,13.486,0.602,13.866,-3.445,0.677
46.4,10.916,0.0,0.416,13.713,0.533,13.89,-3.01,0.446
46.8,11.083,0.0,0.416,13.907,0.441,13.904,-3.061,0.392
47.2,10.929,0.0,-0.383,14.129,0.668,13.941,-3.111,-0.028
47.6,10.776,0.0,-0.383,14.417,0.769,13.927,-3.113,-0.008
48.0,10.959,0.0,0.459,14.678,0.534,13.919,-3.115,0.336
48.4,11.143,0.0,0.459,14.875,0.452,14.008,-3.226,0.531
48.8,11.36,0.0,0.543,15.033,0.338,14.222,-3.338,0.58
49.2,11.577,0.0,0.543,15.193,0.462,14.491,-3.073,0.378
49.6,12.04,0.0,1.158,15.353,0.34,14.791,-2.809,0.85
50.0,12.503,0.0,1.158,15.321,-0.503,15.232,-2.855,0.816
50.4,12.199,0.0,-0.761,15.104,-0.579,15.724,-2.9,-0.178
50.8,11.895,0.0,-0.761,14.741,-1.237,3.496,-4.295,-0.187
51.2,11.352,0.0,-1.358,14.162,-1.656,4.482,-5.389,-0.464
51.6,10.808,0.0,-1.358,13.388,-2.215,5.618,-6.128,-0.464
52.0,9.868,0.0,-2.35,12.469,-2.377,6.752,-6.866,-1.013
52.4,8.928,0.0,-2.35,11.767,-1.133,7.652,-6.84,-1.026
52.8,8.102,0.0,-2.065,11.54,-0.003,8.189,-6.814,-0.868
53.2,7.276,0.0,-2.065,11.512,-0.139,8.436,-7.04,-0.925
53.6,7.065,0.0,-0.528,11.306,-0.889,8.565,-7.265,-0.13
54.0,6.854,0.0,-0.528,10.938,-0.951,8.673,-7.355,-0.18
54.4,6.591,0.0,-0.656,10.556,-0.961,8.722,-7.446,-0.205
54.8,6.329,0.0,-0.656,10.245,-0.594,8.723,-7.642,-0.236
55.2,6.098,0.0,-0.576,10.074,-0.26,8.705,-7.838,-0.187
55.6,5.868,0.0,-0.576,10.032,0.049,8.597,-7.659,-0.182
56.0,5.777,0.0,-0.226,10.085,0.218,8.354,-7.479,-0.041
56.4,5.687,0.0,-0.226,10.411,1.413,8.061,-7.593,-0.008
56.8,6.122,0.0,1.089,11.11,2.081,7.883,-0.496,0.651
57.2,6.558,0.0,1.089,12.121,2.971,7.996,-0.97,0.712
57.6,6.278,0.0,-0.699,13.63,4.575,8.33,-1.444,-0.041
58.0,5.998,0.0,-0.699,0.0,0.0,8.625,-1.333,0.058
58.4,6.348,0.0,0.873,0.0,0.0,8.889,-8.432,0.839
58.8,6.697,0.0,0.873,0.0,0.0,9.383,-8.993,0.627
59.2,7.686,0.0,2.472,0.0,0.0,10.369,-9.553,1.35
59.6,8.674,0.0,2.472,0.0,0.0,11.751,-8.998,1.352
60.0,10.076,0.0,3.504,0.0,0.0,13.39,-8.443,1.892
60.4,11.477,0.0,3.504,0.0,0.0,15.521,-8.662,1.896
