sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
40.0,1.882,0.0,0.0,0.595,1.475,15.669,-8.469,-0.0
40.4,1.831,0.0,-0.126,1.223,1.665,15.669,-8.469,0.0
40.8,1.78,0.0,-0.126,2.088,2.661,15.669,-8.469,0.001
41.2,2.526,0.0,1.865,3.193,2.861,15.669,-8.469,1.041
41.6,3.272,0.0,1.865,4.214,2.246,15.669,-8.469,1.036
42.0,3.727,0.0,1.137,5.048,1.923,15.669,-8.469,0.654
42.4,4.181,0.0,1.137,5.697,1.322,0.967,-11.319,0.653
42.8,4.6,0.0,1.048,6.113,0.757,1.718,-11.655,0.607
43.2,5.019,0.0,1.048,6.451,0.93,2.771,-11.992,0.606
43.6,3.819,0.0,-3.0,7.181,2.721,3.623,-11.428,-1.415
44.0,2.619,0.0,-3.0,8.764,5.193,3.769,-10.864,-1.416
44.4,2.044,0.0,-1.44,11.21,7.04,3.566,-11.455,-0.649
44.8,1.468,0.0,-1.44,14.396,8.889,3.368,-12.047,-0.647
45.2,0.936,0.0,-1.329,18.312,10.693,3.056,-11.986,-0.589
45.6,0.405,0.0,-1.329,0.273,11.259,2.506,-11.925,-0.58
46.0,0.173,0.0,-0.579,0.158,11.555,1.817,-12.049,-0.162
46.4,0.0,0.0,-0.433,2.204,11.793,1.087,-12.172,0.137
46.8,0.037,0.0,0.092,7.023,12.305,0.489,-12.8,1.689
47.2,0.074,0.0,0.092,12.104,12.817,0.157,-13.428,0.629
47.6,0.0,0.0,-0.184,17.126,12.224,0.018,-13.875,8.829
48.0,0.0,0.0,0.0,21.882,11.557,0.011,-14.0,0.0
48.4,0.0,0.0,0.0,26.468,11.371,0.01,-13.992,0.0
48.8,0.0,0.0,0.0,30.979,11.186,0.005,-13.984,0.0
49.2,0.0,0.0,0.0,35.58,11.82,0.001,-13.998,0.0
49.6,0.0,0.0,0.0,40.435,12.454,0.001,-14.0,0.0
50.0,0.0,0.0,0.0,45.39,12.32,0.001,-14.0,0.0
50.4,0.0,0.0,0.0,50.291,12.186,0.001,-14.0,0.0
50.8,0.0,0.0,0.0,55.03,11.508,0.001,-14.0,0.0
51.2,0.0,0.0,0.0,59.497,10.83,0.001,-14.0,0.0
51.6,0.0,0.0,0.0,63.589,9.63,0.001,-14.0,0.0
52.0,0.0,0.0,0.0,67.201,8.43,0.001,-14.0,0.0
52.4,0.0,0.0,0.0,0.101,9.072,0.001,-14.0,0.0
52.8,0.0,0.0,0.0,0.101,9.961,0.001,-14.0,0.0
53.2,0.0,0.0,0.0,0.101,10.851,0.001,-14.0,0.0
53.6,0.0,0.0,0.0,3.77,11.856,0.001,-14.0,0.0
54.0,1.462,0.0,3.654,8.477,11.4,0.293,-6.79,2.04
54.4,2.923,0.0,3.654,12.768,10.054,1.17,-6.79,1.995
54.8,4.015,0.0,2.73,16.595,9.079,2.34,-5.702,1.534
55.2,5.107,0.0,2.73,20.08,8.344,3.512,-4.614,1.669
55.6,5.575,0.0,1.169,23.395,8.234,4.548,-3.465,0.99
56.0,6.043,0.0,1.169,26.598,7.783,24.887,-3.362,0.972
56.4,7.617,0.0,3.935,29.4,6.226,23.551,-4.301,2.335
56.8,9.191,0.0,3.935,31.4,3.775,7.318,-8.254,2.12
57.2,10.754,0.0,3.908,32.422,1.334,8.909,-7.759,2.231
57.6,12.317,0.0,3.908,32.492,-0.985,10.928,-7.263,2.285
58.0,12.988,0.0,1.679,31.813,-2.413,13.303,-7.31,1.102
58.4,13.66,0.0,1.679,30.499,-4.156,15.967,-7.358,1.128
58.8,13.342,0.0,-0.795,28.686,-4.91,18.524,-6.428,-0.157
59.2,13.024,0.0,-0.795,26.545,-5.792,20.583,-5.498,-0.168
59.6,12.234,0.0,-1.975,24.146,-6.202,22.067,-4.668,-0.765
