sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
45.6,3.537,0.0,0.0,0.953,1.756,19.157,-9.122,-0.001
46.0,3.464,0.0,-0.181,1.67,1.828,19.157,-9.122,-0.032
46.4,3.391,0.0,-0.181,2.416,1.901,19.157,-9.122,-0.032
46.8,3.229,0.0,-0.406,3.29,2.467,19.157,-9.122,-0.142
47.2,3.067,0.0,-0.406,4.389,3.032,19.157,-9.122,-0.142
47.6,3.553,0.0,1.215,5.551,2.774,1.178,-11.644,0.696
48.0,4.039,0.0,1.215,6.609,2.516,1.802,-11.884,0.695
48.4,5.235,0.0,2.99,7.332,1.098,2.858,-12.123,1.62
48.8,6.431,0.0,2.99,7.487,-0.32,4.201,-10.926,1.619
49.2,6.489,0.0,0.144,7.604,0.903,5.316,-9.729,0.137
49.6,6.547,0.0,0.144,8.21,2.127,6.173,-2.311,0.194
50.0,6.679,0.0,0.332,9.021,1.928,6.985,-2.103,0.515
50.4,6.812,0.0,0.332,9.752,1.729,7.612,-1.121,0.706
50.8,6.222,0.0,-1.476,10.495,1.983,12.388,-8.957,-0.407
51.2,5.631,0.0,-1.476,39.867,-1.009,12.551,-8.006,-0.591
51.6,6.972,0.0,3.35,39.308,-1.787,7.303,-7.296,1.811
52.0,8.312,0.0,3.35,38.438,-2.565,7.737,-7.591,1.912
52.4,7.986,0.0,-0.815,37.617,-1.54,8.492,-7.887,-0.303
52.8,7.66,0.0,-0.815,37.206,-0.514,9.062,-7.315,-0.267
53.2,7.594,0.0,-0.164,37.018,-0.423,9.325,-6.743,0.017
53.6,7.529,0.0,-0.164,36.867,-0.333,9.387,-6.448,0.048
54.0,8.891,0.0,3.405,36.261,-2.701,9.592,-6.153,1.901
54.4,10.252,0.0,3.405,34.707,-5.069,10.191,-5.701,1.931
54.8,10.628,0.0,0.939,32.617,-5.381,10.957,-5.248,0.708
55.2,11.004,0.0,0.939,30.402,-5.693,11.634,-4.506,0.66
55.6,10.917,0.0,-0.215,28.222,-5.205,12.072,-3.764,0.058
56.0,10.831,0.0,-0.215,26.237,-4.718,12.328,-3.767,0.088
56.4,10.854,0.0,0.056,24.288,-5.028,34.248,-5.755,0.238
56.8,10.876,0.0,0.056,22.215,-5.338,35.101,-4.782,0.195
57.2,10.124,0.0,-1.881,20.393,-3.77,35.364,-3.529,-0.78
57.6,9.372,0.0,-1.881,19.199,-2.201,34.824,-2.276,-0.738
58.0,8.172,0.0,-3.0,18.878,0.595,33.578,-1.953,-1.365
58.4,6.972,0.0,-3.0,19.675,3.392,31.723,-1.63,-1.354
58.8,6.587,0.0,-0.963,0.0,0.0,29.462,5.704,-0.363
59.2,6.202,0.0,-0.963,0.0,0.0,26.998,5.828,-0.223
59.6,6.213,0.0,0.028,0.0,0.0,24.673,4.628,0.455
60.0,6.224,0.0,0.028,0.0,0.0,22.833,-3.782,0.414
60.4,7.285,0.0,2.654,0.0,0.0,21.604,-4.56,1.627
60.8,8.347,0.0,2.654,0.0,0.0,21.11,-5.338,1.458
61.2,9.604,0.0,3.143,0.0,0.0,21.433,-6.328,1.703
61.6,10.861,0.0,3.143,0.0,0.0,22.656,-7.317,1.706
62.0,11.653,0.0,1.979,0.0,0.0,24.607,-7.924,1.103
