sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
28.4,3.018,0.0,0.0,1.251,1.422,72.385,-5.691,-0.0
28.8,2.742,0.0,-0.689,1.875,1.697,72.385,-5.691,-0.281
29.2,2.466,0.0,-0.689,2.576,1.805,72.385,-5.691,-0.28
29.6,2.546,0.0,0.199,3.248,1.558,72.385,-5.691,0.167
30.0,2.625,0.0,0.199,3.655,0.475,72.385,-5.691,0.167
30.4,2.446,0.0,-0.448,3.68,-0.349,72.385,-5.691,-0.161
30.8,2.267,0.0,-0.448,3.422,-0.941,0.687,-12.727,-0.161
31.2,2.099,0.0,-0.418,2.925,-1.546,1.077,-12.858,-0.145
31.6,1.932,0.0,-0.418,2.284,-1.656,1.453,-12.988,-0.144
32.0,1.772,0.0,-0.402,1.599,-1.772,1.769,-12.892,-0.135
32.4,1.611,0.0,-0.402,0.934,-1.552,1.984,-12.797,-0.134
32.8,0.949,0.0,-1.654,0.457,-0.832,1.943,-12.439,-0.751
33.2,0.288,0.0,-1.654,0.216,-0.288,1.494,-12.081,-0.742
33.6,0.227,0.0,-0.153,0.113,-0.227,0.971,-12.789,0.076
34.0,0.166,0.0,-0.153,0.034,-0.166,0.707,-13.497,0.108
34.4,0.0,0.0,-0.414,0.001,0.0,0.522,-13.41,0.127
34.8,0.0,0.0,0.0,0.001,0.0,0.268,-13.322,0.0
35.2,0.0,0.0,0.0,0.001,0.0,0.071,-13.694,0.0
35.6,0.0,0.0,0.0,0.001,0.0,0.021,-14.0,0.0
36.0,0.0,0.0,0.0,0.001,0.0,0.018,-13.987,0.0
36.4,0.0,0.0,0.0,0.001,0.0,0.01,-13.974,0.0
36.8,0.0,0.0,0.0,0.001,0.0,0.003,-13.99,0.0
37.2,0.0,0.0,0.0,0.001,0.0,0.002,-14.0,0.0
37.6,0.0,0.0,0.0,0.001,0.0,0.002,-14.0,0.0
38.0,0.0,0.0,0.0,0.001,0.0,0.001,-13.999,0.0
38.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
38.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
39.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
39.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
40.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
40.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
40.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
41.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
41.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
42.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
42.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
42.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
