sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
102.8,2.74,0.0,0.0,0.974,1.515,14.631,-8.251,-0.0
103.2,2.418,0.0,-0.804,1.818,2.707,14.631,-8.251,-0.336
103.6,2.096,0.0,-0.804,3.134,3.873,14.631,-8.251,-0.336
104.0,3.092,0.0,2.49,4.653,3.721,14.631,-8.251,1.365
104.4,4.088,0.0,2.49,5.934,2.684,14.631,-8.251,1.36
104.8,5.033,0.0,2.362,6.81,1.698,0.732,-13.469,1.292
105.2,5.977,0.0,2.362,7.264,0.57,2.478,-12.247,1.291
105.6,6.351,0.0,0.935,7.381,0.013,3.998,-11.025,0.548
106.0,6.725,0.0,0.935,7.19,-0.967,5.28,-10.308,0.549
106.4,6.133,0.0,-1.481,6.8,-0.981,6.231,-2.381,-0.661
106.8,5.541,0.0,-1.481,6.792,0.937,6.735,-2.043,-0.587
107.2,5.932,0.0,0.979,7.353,1.872,7.063,-1.704,0.851
107.6,6.324,0.0,0.979,8.215,2.438,7.363,-1.125,0.974
108.0,6.41,0.4,0.215,9.365,3.31,7.363,-1.125,0.45
108.4,6.496,0.8,0.215,10.847,4.1,7.363,-1.125,0.217
108.8,7.418,1.0,2.306,12.478,4.053,8.152,-8.393,1.351
109.2,8.341,1.0,2.306,14.123,4.175,9.16,-8.886,1.368
109.6,9.484,0.6,2.857,15.773,4.075,10.778,-9.379,1.617
110.0,10.627,0.2,2.857,43.249,2.117,10.778,-9.379,1.566
110.4,11.33,0.0,1.759,43.91,1.187,10.778,-9.379,1.086
110.8,12.034,0.0,1.759,44.198,0.257,10.778,-9.379,1.123
111.2,12.467,0.4,1.083,44.371,0.608,10.778,-9.379,0.775
111.6,12.901,0.8,1.083,44.684,0.959,10.778,-9.379,0.844
112.0,12.193,0.4,-1.771,45.072,0.978,10.778,-9.379,-0.619
112.4,11.484,0.4,-1.771,45.467,0.997,10.778,-9.379,-0.712
112.8,10.284,0.8,-3.0,46.113,2.234,10.778,-9.379,-1.274
113.2,9.084,0.8,-3.0,47.254,3.471,10.778,-9.379,-1.299
113.6,10.111,0.4,2.565,48.531,2.915,10.778,-9.379,1.488
114.0,11.137,0.4,2.565,49.586,2.359,10.778,-9.379,1.492
114.4,11.782,0.0,1.613,50.315,1.289,10.778,-9.379,1.026
114.8,12.427,0.0,1.613,50.617,0.218,10.778,-9.379,0.952
115.2,12.674,0.0,0.617,50.758,0.488,10.778,-9.379,0.529
115.6,12.921,0.0,0.617,51.007,0.757,10.778,-9.379,0.76
116.0,13.171,0.0,0.626,51.148,-0.054,10.778,-9.379,0.475
116.4,13.421,0.0,0.626,50.964,-0.865,10.778,-9.379,0.607
116.8,13.412,0.0,-0.023,0.0,0.0,10.778,-9.379,0.233
117.2,13.403,0.0,-0.023,0.0,0.0,10.778,-9.379,0.231
117.6,13.383,0.0,-0.051,50.136,-0.299,10.778,-9.379,0.22
118.0,13.362,0.0,-0.051,50.097,0.105,10.778,-9.379,0.218
118.4,13.285,0.0,-0.194,50.111,-0.035,10.778,-9.379,0.138
118.8,13.207,0.0,-0.194,50.07,-0.174,10.778,-9.379,0.141
119.2,13.441,0.0,0.585,49.923,-0.557,10.778,-9.379,0.57
119.6,13.675,0.0,0.585,49.624,-0.941,10.778,-9.379,0.593
120.0,13.554,0.0,-0.304,49.24,-0.977,10.778,-9.379,0.117
120.4,13.432,0.0,-0.304,48.842,-1.013,10.778,-9.379,0.103
120.8,13.415,0.0,-0.043,48.401,-1.189,10.778,-9.379,0.225
121.2,13.398,0.0,-0.043,47.891,-1.365,10.778,-9.379,0.115
121.6,13.226,-0.4,-0.429,0.0,0.0,10.778,-9.379,0.13
122.0,13.054,-0.8,-0.429,0.0,0.0,10.778,-9.379,0.073
122.4,12.899,-1.0,-0.389,0.0,0.0,10.778,-9.379,-0.109
122.8,12.743,-1.0,-0.389,0.0,0.0,10.778,-9.379,0.006
123.2,12.647,-1.0,-0.241,40.585,-5.373,83.239,-2.027,0.132
123.6,12.551,-1.0,-0.241,38.344,-5.835,83.389,-1.523,0.123
124.0,12.684,-0.6,0.334,35.968,-6.044,83.339,-0.994,0.397
124.4,12.818,-0.2,0.334,33.508,-6.254,83.132,-0.466,0.452
124.8,12.208,-0.25,-1.525,31.022,-6.175,82.844,-1.071,-0.507
