sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
29.6,1.739,0.0,0.0,0.067,1.876,15.381,-8.621,-0.0
30.0,1.68,0.0,-0.148,0.955,2.566,15.381,-8.621,-0.009
30.4,1.621,0.0,-0.148,2.12,3.257,15.381,-8.621,-0.009
30.8,2.336,0.0,1.786,3.402,3.156,15.381,-8.621,1.002
31.2,3.05,0.0,1.786,4.644,3.055,15.381,-8.621,0.996
31.6,3.62,0.0,1.425,5.738,2.411,15.381,-8.621,0.805
32.0,4.19,0.0,1.425,6.573,1.766,0.609,-11.504,0.804
32.4,4.379,0.0,0.471,7.236,1.547,1.385,-11.809,0.306
32.8,4.567,0.0,0.471,7.811,1.329,2.359,-12.113,0.306
33.2,5.491,0.0,2.31,8.226,0.747,3.514,-11.605,1.264
33.6,6.415,0.0,2.31,8.409,0.166,4.836,-11.097,1.264
34.0,6.692,0.0,0.692,8.677,1.174,6.022,-2.518,0.449
34.4,6.968,0.0,0.692,9.348,2.183,6.771,-1.149,0.637
34.8,6.374,0.0,-1.485,10.498,3.565,7.064,-0.553,-0.306
35.2,5.78,0.0,-1.485,12.2,4.948,6.881,0.044,-0.401
35.6,5.627,0.4,-0.383,14.2,5.049,31.931,-2.847,0.005
36.0,5.474,0.8,-0.383,16.24,5.151,6.34,-8.226,-0.127
36.4,6.286,1.0,2.028,18.216,4.731,6.511,-8.873,1.21
36.8,7.097,1.0,2.028,20.025,4.31,7.267,-9.521,1.206
37.2,8.638,0.6,3.854,21.271,1.921,8.514,-8.98,2.099
37.6,10.18,0.2,3.854,0.0,0.0,56.517,-2.257,2.086
38.0,10.677,0.6,1.244,102.144,3.159,56.041,-2.506,0.804
38.4,11.175,0.6,1.244,103.218,2.212,55.887,-2.872,0.876
38.8,10.966,1.0,-0.522,104.055,1.972,55.937,-3.238,-0.093
39.2,10.757,1.0,-0.522,104.972,2.609,55.963,-3.17,-0.017
39.6,11.627,0.6,2.174,105.927,2.167,56.095,-3.102,1.344
40.0,12.496,0.2,2.174,106.527,0.831,56.602,-3.312,1.276
40.4,12.696,0.0,0.499,0.0,0.0,57.407,-3.522,0.425
40.8,12.896,0.0,0.499,0.0,0.0,58.247,-3.086,0.463
41.2,10.002,0.0,-7.235,0.0,0.0,58.247,-3.086,-3.366
