sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
44.4,3.263,0.0,0.0,0.869,1.739,25.601,-0.653,-0.0
44.8,2.94,0.0,-0.81,1.847,3.151,25.601,-0.653,-0.34
45.2,2.616,0.0,-0.81,3.206,3.644,25.601,-0.653,-0.34
45.6,3.865,0.0,3.122,4.448,2.564,25.601,-0.653,1.692
46.0,5.114,0.0,3.122,5.153,0.96,25.601,-0.653,1.689
46.4,4.712,0.0,-1.004,5.546,1.006,1.908,-13.316,-0.436
46.8,4.31,0.0,-1.004,6.037,1.449,3.192,-12.082,-0.436
47.2,5.051,0.0,1.851,6.476,0.75,4.05,-10.848,1.026
47.6,5.791,0.0,1.851,6.59,-0.179,4.826,-10.188,1.025
48.0,5.865,0.0,0.186,6.466,-0.442,5.501,-9.528,0.158
48.4,5.94,0.0,0.186,6.409,0.157,5.994,-1.925,0.221
48.8,5.5,0.0,-1.098,6.694,1.27,6.258,-1.533,-0.282
49.2,5.061,0.0,-1.098,7.553,3.022,6.367,-2.029,-0.234
49.6,5.856,0.0,1.986,53.987,0.687,13.872,-7.818,1.381
50.0,6.65,0.0,1.986,10.288,3.57,13.687,-6.753,1.28
50.4,7.451,0.0,2.004,11.72,3.591,29.529,-6.879,1.145
50.8,8.253,0.0,2.004,12.974,2.679,29.899,-7.271,1.209
51.2,9.218,0.0,2.412,13.83,1.603,30.78,-7.663,1.377
51.6,10.183,0.0,2.412,14.353,1.012,32.154,-7.804,1.443
52.0,10.398,0.0,0.538,14.79,1.17,33.819,-7.944,0.462
52.4,10.613,0.0,0.538,15.228,1.021,35.282,-6.357,0.439
52.8,10.94,0.0,0.817,15.584,0.76,36.218,-4.771,0.611
53.2,11.267,0.0,0.817,15.87,0.669,36.674,-3.304,0.661
53.6,11.165,0.0,-0.253,16.205,1.005,36.589,-1.838,0.049
54.0,11.064,0.0,-0.253,16.584,0.893,36.127,-1.623,0.042
54.4,11.27,0.0,0.515,16.858,0.474,35.6,-1.408,0.459
54.8,11.476,0.0,0.515,17.107,0.774,34.993,-0.807,0.513
55.2,11.742,0.0,0.664,17.465,1.015,34.239,-0.206,0.542
55.6,12.007,0.0,0.664,17.839,0.856,33.471,-0.205,0.544
56.0,12.61,0.0,1.507,18.082,0.36,32.876,-0.203,1.001
56.4,13.213,0.0,1.507,18.048,-0.529,32.617,-0.676,1.035
56.8,12.801,0.0,-1.029,17.862,-0.404,32.584,-1.148,-0.363
57.2,12.39,0.0,-1.029,17.767,-0.068,32.527,-1.376,-0.102
57.6,12.794,0.0,1.012,17.644,-0.548,32.56,-1.603,0.713
58.0,13.199,0.0,1.012,17.273,-1.31,33.04,-2.803,0.719
58.4,12.82,0.0,-0.947,16.753,-1.287,34.005,-4.003,-0.247
58.8,12.441,0.0,-0.947,16.101,-1.972,35.184,-4.631,-0.262
59.2,12.062,0.0,-0.949,15.175,-2.657,36.462,-5.258,-0.252
59.6,11.682,0.0,-0.949,14.211,-2.166,37.954,-6.458,-0.234
60.0,10.949,0.0,-1.833,13.513,-1.322,37.954,-6.458,-0.73
60.4,10.216,0.0,-1.833,12.993,-1.28,37.954,-6.458,-0.754
60.8,9.427,0.0,-1.971,12.5,-1.182,37.954,-6.458,-0.808
61.2,8.639,0.0,-1.971,12.05,-1.071,46.404,-12.57,-0.829
61.6,8.096,0.0,-1.357,11.594,-1.206,48.893,-11.14,-0.566
62.0,7.553,0.0,-1.357,11.406,0.264,50.617,-9.835,-0.525
62.4,7.65,0.0,0.241,11.677,1.095,51.731,-8.529,0.22
62.8,7.746,0.0,0.241,12.366,2.069,51.731,-8.529,0.275
63.2,8.111,0.0,0.912,13.335,2.776,53.474,-8.202,0.576
63.6,8.476,0.0,0.912,0.0,0.0,54.228,-6.984,0.643
64.0,7.896,0.0,-1.45,0.0,0.0,54.453,-5.767,-0.614
64.4,7.316,0.0,-1.45,0.0,0.0,54.018,-4.849,-0.583
64.8,6.726,0.0,-1.474,0.0,0.0,52.982,3.279,-0.616
65.2,6.136,0.0,-1.474,0.0,0.0,51.235,4.743,-0.493
65.6,5.922,0.0,-0.536,0.0,0.0,48.741,6.207,0.124
66.0,5.708,0.0,-0.536,0.0,0.0,45.862,-0.975,0.08
66.4,7.021,0.0,3.282,0.0,0.0,43.193,-0.947,1.981
66.8,8.333,0.0,3.282,0.0,0.0,41.188,-1.678,1.809
67.2,9.672,0.0,3.347,0.0,0.0,40.007,-2.409,1.809
67.6,11.011,0.0,3.347,0.0,0.0,39.359,-1.669,1.813
68.0,11.915,0.0,2.261,0.0,0.0,38.863,-0.928,1.251
