sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
59.6,3.036,0.0,0.0,0.814,1.713,30.897,-6.407,-0.0
60.0,2.61,0.0,-1.063,1.739,2.912,30.897,-6.407,-0.464
60.4,2.185,0.0,-1.063,3.069,3.737,30.897,-6.407,-0.463
60.8,2.902,0.0,1.791,4.5,3.42,30.897,-6.407,1.0
61.2,3.618,0.0,1.791,5.728,2.721,30.897,-6.407,0.997
61.6,4.814,0.0,2.988,6.581,1.543,0.596,-11.021,1.619
62.0,6.009,0.0,2.988,6.877,-0.063,1.671,-11.53,1.618
62.4,6.125,0.0,0.291,6.747,-0.589,3.212,-12.039,0.213
62.8,6.242,0.0,0.291,6.52,-0.541,4.638,-10.725,0.213
63.2,6.115,0.0,-0.316,6.362,-0.25,5.537,-9.41,-0.097
63.6,5.989,0.0,-0.316,6.449,0.682,6.139,-2.285,-0.035
64.0,5.772,0.0,-0.542,6.926,1.704,6.706,-2.371,0.027
64.4,5.556,0.0,-0.542,7.912,3.224,7.045,-1.575,0.093
64.8,5.539,0.0,-0.042,33.075,4.696,78.175,-1.31,0.276
65.2,5.522,0.0,-0.042,35.026,5.058,75.257,-1.04,0.155
65.6,6.973,0.0,3.628,36.663,3.128,6.909,-7.958,1.994
66.0,8.425,0.0,3.628,37.528,1.198,7.637,-8.288,2.059
66.4,9.755,0.0,3.327,37.525,-1.212,9.054,-8.617,1.864
66.8,11.086,0.0,3.327,36.558,-3.621,11.079,-8.668,1.94
67.2,11.111,0.0,0.062,35.021,-4.064,13.396,-8.718,0.242
67.6,11.136,0.0,0.062,33.307,-4.506,15.458,-7.345,0.207
68.0,11.167,0.0,0.078,31.488,-4.592,16.981,-5.971,0.217
68.4,11.198,0.0,0.078,29.634,-4.677,17.993,-4.724,0.256
68.8,10.844,0.0,-0.884,28.021,-3.386,18.442,-3.477,-0.238
69.2,10.49,0.0,-0.884,26.981,-2.094,18.355,-2.754,-0.285
69.6,10.626,0.0,0.339,26.28,-1.413,17.935,-2.03,0.335
70.0,10.762,0.0,0.339,0.0,0.0,17.443,-2.124,0.408
70.4,10.544,0.0,-0.544,0.0,0.0,16.973,-2.219,-0.109
70.8,10.327,0.0,-0.544,0.0,0.0,16.443,-2.26,-0.123
71.2,9.127,0.0,-3.0,0.0,0.0,15.646,-2.301,-1.313
71.6,7.927,0.0,-3.0,0.0,0.0,14.567,-3.253,-1.352
72.0,7.128,0.0,-1.998,0.0,0.0,38.908,3.662,-0.877
72.4,6.329,0.0,-1.998,0.0,0.0,37.397,3.772,-0.843
72.8,6.127,0.0,-0.504,0.0,0.0,35.773,3.221,0.047
73.2,5.926,0.0,-0.504,0.0,0.0,34.289,2.67,0.151
73.6,6.006,0.0,0.2,0.0,0.0,25.667,-3.448,0.458
74.0,6.086,0.0,0.2,0.0,0.0,23.987,-4.063,0.271
74.4,7.558,0.0,3.681,0.0,0.0,22.981,-5.263,1.987
74.8,9.031,0.0,3.681,0.0,0.0,23.044,-6.463,1.982
75.2,10.071,0.0,2.6,0.0,0.0,23.894,-6.681,1.422
75.6,11.111,0.0,2.6,0.0,0.0,25.246,-6.899,1.425
