sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
92.0,3.435,0.0,0.0,1.661,1.303,13.18,-8.874,-0.0
92.4,2.97,0.0,-1.162,2.242,1.602,13.18,-8.874,-0.513
92.8,2.506,0.0,-1.162,3.077,2.572,13.18,-8.874,-0.513
93.2,3.295,0.0,1.974,4.049,2.288,13.18,-8.874,1.094
93.6,4.085,0.0,1.974,4.829,1.613,13.18,-8.874,1.091
94.0,3.92,0.0,-0.412,5.53,1.892,1.114,-11.428,-0.145
94.4,3.756,0.0,-0.412,6.34,2.157,1.652,-11.586,-0.145
94.8,4.853,0.0,2.743,7.003,1.159,2.44,-11.745,1.491
95.2,5.95,0.0,2.743,7.219,-0.08,3.62,-11.351,1.49
95.6,6.124,0.0,0.434,7.124,-0.397,4.896,-10.957,0.288
96.0,6.297,0.0,0.434,7.092,0.236,5.992,-2.893,0.322
96.4,5.813,0.0,-1.211,7.444,1.527,6.685,-2.039,-0.387
96.8,5.329,0.0,-1.211,8.413,3.318,6.883,-1.392,-0.287
97.2,5.619,0.0,0.725,34.253,6.607,6.785,-0.746,0.747
97.6,5.909,0.0,0.725,36.844,6.346,13.178,-6.915,0.64
98.0,7.508,0.0,3.996,39.053,4.699,6.949,-7.984,2.224
98.4,9.106,0.0,3.996,40.603,3.053,7.798,-7.646,2.238
98.8,10.17,0.0,2.659,41.586,1.86,9.044,-7.308,1.529
99.2,11.233,0.0,2.659,42.091,0.668,10.644,-7.29,1.61
99.6,11.784,0.0,1.376,42.191,-0.17,12.56,-7.272,0.934
100.0,12.334,0.0,1.376,41.955,-1.009,14.48,-6.21,0.926
100.4,12.86,0.0,1.315,41.554,-1.274,16.19,-5.148,0.911
100.8,13.386,0.0,1.315,0.0,0.0,17.707,-4.193,0.927
101.2,13.236,0.0,-0.374,0.0,0.0,18.918,-3.238,0.053
101.6,13.086,0.0,-0.374,0.0,0.0,19.593,-1.814,0.071
102.0,11.886,0.0,-3.0,0.0,0.0,19.428,-0.391,-1.239
102.4,10.686,0.0,-3.0,0.0,0.0,18.66,-1.196,-1.303
102.8,9.486,0.0,-3.0,0.0,0.0,17.734,-2.0,-1.341
103.2,8.286,0.0,-3.0,0.0,0.0,16.573,-2.424,-1.328
103.6,7.197,0.0,-2.722,0.0,0.0,15.125,-2.849,-1.234
104.0,6.109,0.0,-2.722,0.0,0.0,13.565,-4.049,-1.23
104.4,5.968,0.0,-0.352,0.0,0.0,12.24,1.961,-0.079
104.8,5.827,0.0,-0.352,0.0,0.0,11.208,1.414,0.026
105.2,6.147,0.0,0.8,0.0,0.0,10.431,0.867,0.797
105.6,6.467,0.0,0.8,0.0,0.0,9.964,-6.709,0.885
106.0,7.666,0.0,2.998,0.0,0.0,9.948,-7.075,1.904
106.4,8.866,0.0,2.998,0.0,0.0,10.262,-5.965,1.67
106.8,10.444,0.0,3.946,0.0,0.0,29.614,-7.679,2.123
107.2,12.022,0.0,3.946,0.0,0.0,31.757,-8.57,2.128
107.6,12.332,0.0,0.775,0.0,0.0,34.281,-7.697,0.48
