sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
42.4,1.748,0.0,0.0,0.316,1.665,13.74,-7.75,-0.0
42.8,1.658,0.0,-0.224,1.062,2.061,13.74,-7.75,-0.047
43.2,1.569,0.0,-0.224,1.997,2.615,13.74,-7.75,-0.046
43.6,2.187,0.0,1.546,3.012,2.461,13.74,-7.75,0.877
44.0,2.805,0.0,1.546,3.972,2.34,13.74,-7.75,0.872
44.4,3.331,0.0,1.315,4.903,2.311,13.74,-7.75,0.748
44.8,3.857,0.0,1.315,5.717,1.76,0.241,-11.968,0.747
45.2,4.578,0.0,1.801,6.271,1.013,1.171,-12.244,1.0
45.6,5.298,0.0,1.801,6.551,0.384,2.499,-12.52,0.999
46.0,5.624,0.0,0.814,6.658,0.15,3.909,-11.609,0.485
46.4,5.949,0.0,0.814,6.643,-0.223,5.085,-10.699,0.485
46.8,5.645,0.0,-0.761,6.605,0.034,5.954,-2.842,-0.306
47.2,5.34,0.0,-0.761,6.777,0.828,6.443,-2.195,-0.24
47.6,5.758,0.0,1.045,7.123,0.899,6.747,-1.807,0.866
48.0,6.177,0.0,1.045,7.64,1.69,7.063,-1.419,0.991
48.4,6.07,0.0,-0.267,8.579,3.005,34.418,-0.951,0.18
48.8,5.963,0.0,-0.267,9.668,2.441,31.534,-0.598,0.014
49.2,7.216,0.0,3.133,10.26,0.518,29.05,-1.798,1.701
49.6,8.469,0.0,3.133,10.137,-1.134,8.052,-8.084,1.802
50.0,7.928,0.0,-1.353,9.712,-0.991,8.914,-7.828,-0.566
50.4,7.387,0.0,-1.353,9.403,-0.554,9.458,-7.572,-0.539
50.8,7.476,0.0,0.224,9.142,-0.749,9.779,-7.172,0.219
51.2,7.566,0.0,0.224,8.585,-2.038,9.976,-6.772,0.249
51.6,6.465,0.0,-2.752,7.75,-2.137,9.931,-6.97,-1.262
52.0,5.364,0.0,-2.752,7.069,-1.27,9.524,-7.167,-1.251
52.4,4.602,0.0,-1.905,6.666,-0.741,8.862,-7.557,-0.873
52.8,3.84,0.0,-1.905,6.343,-0.879,8.051,-7.946,-0.861
53.2,3.416,0.0,-1.061,5.896,-1.354,7.193,-8.507,-0.448
53.6,2.992,0.0,-1.061,5.446,-0.898,6.39,-9.068,-0.453
54.0,3.02,0.0,0.07,5.087,-0.895,5.699,-9.464,0.098
54.4,3.048,0.0,0.07,4.986,0.39,5.177,-9.861,0.106
54.8,3.49,0.0,1.106,5.316,1.261,4.902,-10.224,0.657
55.2,3.933,0.0,1.106,5.976,2.037,16.796,-10.374,0.661
55.6,4.474,0.0,1.353,6.926,2.714,16.744,-8.963,0.776
56.0,5.015,0.0,1.353,8.156,3.433,16.346,-7.553,0.786
56.4,6.481,0.0,3.664,9.487,3.227,16.009,-7.269,2.03
56.8,7.947,0.0,3.664,10.245,0.561,16.146,-6.986,2.001
57.2,8.04,0.0,0.233,10.211,-0.732,16.343,-6.011,0.282
57.6,8.133,0.0,0.233,9.687,-1.887,16.187,-5.037,0.224
58.0,7.55,0.0,-1.459,8.837,-2.365,15.727,-4.978,-0.577
58.4,6.966,0.0,-1.459,8.115,-1.243,15.009,-4.92,-0.634
58.8,6.077,0.0,-2.223,7.847,0.184,14.094,-5.462,-0.981
59.2,5.188,0.0,-2.223,7.959,0.372,13.041,-6.005,-1.025
59.6,5.553,0.0,0.914,56.54,7.323,12.039,-6.245,0.579
60.0,5.919,0.0,0.914,59.253,6.244,11.28,-6.485,0.583
60.4,7.031,0.0,2.78,61.386,4.418,10.934,-6.835,1.513
60.8,8.143,0.0,2.78,62.696,2.136,11.173,-7.185,1.532
61.2,9.094,0.0,2.377,63.126,0.014,11.726,-6.347,1.449
61.6,10.045,0.0,2.377,62.702,-2.137,12.326,-5.51,1.513
62.0,11.151,0.0,2.764,61.386,-4.442,13.131,-5.323,1.573
62.4,12.256,0.0,2.764,0.0,0.0,14.304,-5.135,1.611
62.8,12.713,0.0,1.143,0.0,0.0,15.506,-3.905,0.818
63.2,13.17,0.0,1.143,0.0,0.0,16.399,-2.675,0.83
63.6,13.032,0.0,-0.345,50.254,-7.841,16.984,-2.047,0.077
64.0,12.895,0.0,-0.345,47.278,-7.039,17.263,-1.419,0.09
64.4,13.359,0.0,1.16,44.503,-6.839,17.463,-1.33,0.877
64.8,13.822,0.0,1.16,41.946,-5.944,17.813,-1.24,0.869
65.2,13.163,0.0,-1.648,39.972,-3.926,18.091,-1.165,-0.581
65.6,12.504,0.0,-1.648,38.843,-1.723,18.076,-1.09,-0.6
66.0,11.304,0.0,-3.0,38.702,1.02,17.75,-1.471,-1.295
66.4,10.104,0.0,-3.0,0.0,0.0,17.096,-1.852,-1.304
66.8,8.905,0.0,-2.999,0.0,0.0,16.182,-2.569,-1.318
67.2,7.705,0.0,-2.999,0.0,0.0,15.074,-3.286,-1.374
67.6,7.295,0.0,-1.025,0.0,0.0,13.91,-3.892,-0.368
68.0,6.885,0.0,-1.025,0.0,0.0,12.824,2.711,-0.427
68.4,6.562,0.0,-0.808,0.0,0.0,11.856,1.996,-0.183
68.8,6.239,0.0,-0.808,0.0,0.0,11.045,1.281,-0.032
69.2,6.231,0.0,-0.019,0.0,0.0,10.37,-6.224,0.428
69.6,6.224,0.0,-0.019,0.0,0.0,9.809,-6.518,0.248
70.0,7.82,0.0,3.991,0.0,0.0,9.696,-6.871,2.196
70.4,9.417,0.0,3.991,0.0,0.0,10.362,-7.224,2.144
70.8,10.256,0.0,2.098,0.0,0.0,11.673,-7.655,1.161
71.2,11.095,0.0,2.098,0.0,0.0,13.491,-8.086,1.164
