sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
65.6,2.216,0.0,0.0,0.26,1.864,14.816,-8.331,-0.0
66.0,2.162,0.0,-0.135,1.046,2.061,14.816,-8.331,-0.006
66.4,2.107,0.0,-0.135,2.034,2.88,14.816,-8.331,-0.006
66.8,2.789,0.0,1.704,3.203,2.964,14.816,-8.331,0.955
67.2,3.47,0.0,1.704,4.257,2.306,14.816,-8.331,0.951
67.6,4.317,0.0,2.116,5.014,1.483,0.018,-11.733,1.165
68.0,5.164,0.0,2.116,5.433,0.609,1.009,-11.74,1.164
68.4,5.401,0.0,0.594,5.623,0.344,2.219,-11.746,0.37
68.8,5.639,0.0,0.594,5.704,0.058,3.407,-11.156,0.37
69.2,5.668,0.0,0.073,5.712,-0.019,4.413,-10.565,0.099
69.6,5.697,0.0,0.073,5.981,1.367,5.181,-2.701,0.111
70.0,5.908,0.0,0.528,6.769,2.571,5.736,-2.046,0.447
70.4,6.119,0.0,0.528,7.838,2.777,6.137,-1.515,0.648
70.8,6.368,0.0,0.621,8.983,2.945,6.419,-0.984,0.789
71.2,6.616,0.0,0.621,10.033,2.306,14.579,-7.538,0.654
71.6,7.084,0.4,1.169,10.784,1.448,6.891,-7.644,0.741
72.0,7.551,0.8,1.169,11.466,1.964,7.29,-7.719,0.784
72.4,8.406,1.0,2.137,12.277,2.093,7.984,-7.794,1.29
72.8,9.261,1.0,2.137,13.024,1.641,9.073,-7.982,1.299
73.2,10.122,0.6,2.151,13.589,1.184,10.58,-8.171,1.247
73.6,10.983,0.2,2.151,33.158,0.609,40.959,-1.031,1.257
74.0,10.793,0.6,-0.473,33.456,0.883,40.038,-0.587,-0.079
74.4,10.604,0.6,-0.473,33.864,1.157,39.053,-1.094,-0.033
74.8,10.193,1.0,-1.027,34.331,1.181,38.152,-1.601,-0.36
75.2,9.782,1.0,-1.027,34.808,1.204,37.059,-0.959,-0.257
75.6,11.023,0.6,3.1,35.058,0.046,35.875,-0.316,1.759
76.0,12.263,0.2,3.1,34.845,-1.113,35.085,-0.447,1.743
76.4,12.678,0.0,1.039,34.37,-1.258,34.678,-0.578,0.714
76.8,13.094,0.0,1.039,33.838,-1.404,34.573,-1.123,0.783
77.2,13.001,0.0,-0.231,33.211,-1.73,34.75,-1.668,0.144
77.6,12.909,0.0,-0.231,32.454,-2.056,34.929,-1.317,0.121
78.0,13.11,0.0,0.505,31.592,-2.254,34.989,-0.967,0.386
78.4,13.312,0.0,0.505,30.651,-2.452,35.028,-0.804,0.626
78.8,13.117,0.0,-0.488,29.771,-1.946,35.003,-0.641,0.091
79.2,12.922,0.0,-0.488,29.094,-1.439,34.845,-0.531,-0.118
79.6,13.009,0.0,0.218,28.504,-1.51,34.622,-0.421,0.349
80.0,13.096,0.0,0.218,27.886,-1.581,34.481,-0.77,0.38
80.4,13.313,0.0,0.542,27.241,-1.645,34.541,-1.119,0.555
80.8,13.53,0.0,0.542,26.57,-1.709,34.667,-0.67,0.559
81.2,13.306,0.0,-0.56,25.952,-1.38,34.613,-0.22,-0.05
81.6,13.082,0.0,-0.56,25.466,-1.051,34.565,-1.153,-0.051
82.0,13.385,0.0,0.756,24.878,-1.889,34.906,-2.085,0.636
82.4,13.687,0.0,0.756,23.955,-2.727,35.658,-2.602,0.646
82.8,13.591,0.0,-0.239,22.887,-2.615,36.658,-3.119,0.131
83.2,13.496,0.0,-0.239,21.863,-2.502,37.82,-3.603,0.122
83.6,12.62,0.0,-2.189,21.155,-1.037,38.981,-4.087,-0.837
84.0,11.745,0.0,-2.189,21.033,0.427,38.981,-4.087,-0.844
84.4,12.31,0.0,1.413,20.948,-0.855,38.981,-4.087,0.828
84.8,12.875,0.0,1.413,20.349,-2.137,38.981,-4.087,1.098
85.2,12.282,-0.4,-1.483,19.627,-1.473,38.981,-4.087,-0.431
85.6,11.689,-0.8,-1.483,19.17,-0.809,38.981,-4.087,-0.629
86.0,11.786,-1.0,0.244,18.803,-1.03,38.981,-4.087,0.315
86.4,11.884,-1.0,0.244,18.346,-1.251,38.981,-4.087,0.33
86.8,10.125,-1.0,-4.397,10.154,-3.367,30.633,-7.205,-2.025
87.2,8.366,-1.0,-4.397,9.201,-1.393,31.704,-7.659,-2.056
87.6,7.969,-0.6,-0.994,8.717,-1.03,47.454,-7.457,-0.353
88.0,7.571,-0.2,-0.994,8.378,-0.667,47.989,-7.677,-0.36
88.4,7.415,-0.25,-0.39,8.096,-0.742,48.501,-7.896,-0.012
88.8,7.259,-0.25,-0.39,7.784,-0.817,48.983,-7.839,-0.113
89.2,6.952,-0.65,-0.768,7.41,-1.055,49.35,-7.782,-0.249
89.6,6.645,-0.65,-0.768,6.94,-1.293,49.564,-7.691,-0.299
90.0,6.112,-0.25,-1.332,6.629,-0.264,64.691,-7.76,-0.558
90.4,5.579,-0.2,-1.332,6.73,0.766,64.409,-7.14,-0.532
90.8,5.592,0.0,0.032,6.894,0.057,63.956,-7.426,0.103
91.2,5.605,0.0,0.032,6.775,-0.651,63.623,-7.712,0.147
91.6,5.442,0.0,-0.408,6.408,-1.186,63.344,-7.846,-0.123
92.0,5.278,0.0,-0.408,5.826,-1.721,63.344,-7.846,-0.115
92.4,4.427,0.0,-2.129,5.505,0.115,63.344,-7.846,-0.96
92.8,3.575,0.0,-2.129,5.918,1.951,63.344,-7.846,-0.982
93.2,4.399,0.0,2.06,6.521,1.064,63.344,-7.846,1.148
93.6,5.223,0.0,2.06,6.77,0.177,63.344,-7.846,1.174
94.0,5.176,0.0,-0.118,6.995,0.953,54.543,-2.381,0.024
94.4,5.129,0.0,-0.118,7.532,1.729,51.715,-1.172,0.015
94.8,5.852,0.0,1.809,8.306,2.142,48.909,-1.817,1.055
95.2,6.576,0.0,1.809,9.246,2.556,46.651,4.748,1.018
95.6,6.638,0.0,0.154,10.458,3.507,44.622,5.03,0.253
96.0,6.699,0.0,0.154,12.051,4.458,42.505,5.312,0.467
96.4,6.253,0.0,-1.116,14.159,6.082,40.266,5.255,-0.114
96.8,5.807,0.0,-1.116,0.0,0.0,37.871,-2.012,-0.278
97.2,6.64,0.0,2.083,0.0,0.0,35.613,-2.251,1.216
97.6,7.473,0.0,2.083,0.0,0.0,33.784,-2.491,1.148
98.0,9.061,0.0,3.97,0.0,0.0,32.663,-3.367,2.132
98.4,10.649,0.0,3.97,0.0,0.0,32.527,-4.244,2.136
98.8,12.217,0.0,3.92,0.0,0.0,33.394,-5.228,2.115
