sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
35.2,2.597,0.0,0.0,1.244,1.259,13.761,-7.225,-0.0
35.6,2.182,0.0,-1.038,1.922,2.129,13.761,-7.225,-0.451
36.0,1.766,0.0,-1.038,2.947,2.999,13.761,-7.225,-0.45
36.4,2.56,0.0,1.984,3.784,1.188,13.761,-7.225,1.104
36.8,3.354,0.0,1.984,3.898,-0.622,13.761,-7.225,1.098
37.2,2.999,0.0,-0.886,3.6,-0.867,13.761,-7.225,-0.378
37.6,2.644,0.0,-0.886,3.204,-1.112,0.692,-12.512,-0.377
38.0,2.272,0.0,-0.931,2.703,-1.392,1.116,-12.69,-0.398
38.4,1.9,0.0,-0.931,2.09,-1.672,1.462,-12.868,-0.397
38.8,1.733,0.0,-0.418,1.443,-1.566,1.732,-12.847,-0.143
39.2,1.565,0.0,-0.418,0.837,-1.46,1.926,-12.825,-0.142
39.6,0.869,0.0,-1.742,0.375,-0.853,1.897,-12.594,-0.794
40.0,0.172,0.0,-1.742,0.167,-0.172,1.496,-12.364,-0.783
40.4,0.164,0.0,-0.019,0.1,-0.164,1.003,-12.832,0.209
40.8,0.157,0.0,-0.019,0.036,-0.156,0.694,-13.301,0.216
41.2,0.017,0.0,-0.349,0.001,-0.017,0.476,-13.438,0.155
41.6,0.0,0.0,-0.043,0.001,0.0,0.28,-13.575,26.211
42.0,0.0,0.0,0.0,0.001,0.0,0.144,-13.747,0.0
42.4,0.0,0.0,0.0,0.001,0.0,0.077,-13.919,0.0
42.8,0.0,0.0,0.0,0.001,0.0,0.048,-13.935,0.0
43.2,0.0,0.0,0.0,0.001,0.0,0.025,-13.95,0.0
43.6,0.0,0.0,0.0,0.001,0.0,0.009,-13.971,0.0
44.0,0.0,0.0,0.0,0.001,0.0,0.002,-13.992,0.0
44.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
44.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
45.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
45.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
46.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
46.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
46.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
47.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
47.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
48.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
48.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
48.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
49.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
49.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
50.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
50.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
50.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
51.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
51.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
52.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
52.4,0.0,0.0,0.0,0.264,1.313,0.001,-14.0,0.0
52.8,0.0,0.0,0.0,1.051,2.626,0.001,-14.0,0.0
53.2,0.972,0.0,2.43,2.092,2.576,0.195,-14.0,1.421
53.6,1.944,0.0,2.43,3.112,2.525,0.779,-14.0,1.349
54.0,2.935,0.0,2.477,4.072,2.273,1.622,-13.336,1.359
54.4,3.926,0.0,2.477,4.93,2.021,2.595,-12.671,1.354
54.8,4.733,0.0,2.018,5.632,1.487,3.601,-11.7,1.113
55.2,5.54,0.0,2.018,6.12,0.954,4.542,-3.519,1.152
55.6,5.323,0.0,-0.543,6.837,2.629,5.22,-2.588,-0.076
56.0,5.106,0.0,-0.543,8.224,4.305,5.439,-1.658,0.018
56.4,5.746,0.0,1.599,9.66,2.878,5.547,-1.611,1.219
56.8,6.385,0.0,1.599,10.526,1.451,19.818,-5.295,1.142
57.2,6.987,0.0,1.504,10.909,0.462,6.388,-8.333,0.919
57.6,7.589,0.0,1.504,10.896,-0.527,6.948,-7.891,0.905
58.0,7.31,0.0,-0.698,10.659,-0.656,7.479,-7.863,-0.232
58.4,7.031,0.0,-0.698,10.371,-0.784,7.886,-7.835,-0.239
58.8,6.604,0.0,-1.066,10.113,-0.508,8.259,-8.395,-0.418
59.2,6.178,0.0,-1.066,9.965,-0.232,8.686,-8.955,-0.439
59.6,5.975,0.0,-0.508,9.792,-0.633,8.993,-8.428,-0.143
60.0,5.771,0.0,-0.508,9.458,-1.035,9.008,-7.9,-0.184
60.4,5.533,0.0,-0.596,9.084,-0.835,8.892,-8.215,-0.192
60.8,5.294,0.0,-0.596,8.79,-0.635,8.806,-8.53,-0.205
61.2,5.567,0.0,0.683,8.514,-0.747,8.774,-8.449,0.431
61.6,5.84,0.0,0.683,8.192,-0.859,8.819,-8.368,0.465
62.0,5.201,0.0,-1.599,7.848,-0.862,8.765,-8.318,-0.71
62.4,4.561,0.0,-1.599,7.503,-0.865,22.202,-8.519,-0.709
62.8,4.125,0.0,-1.09,7.244,-0.428,21.749,-8.528,-0.454
63.2,3.689,0.0,-1.09,7.16,0.009,20.926,-7.543,-0.466
63.6,4.245,0.4,1.391,7.142,-0.1,19.733,-6.558,0.789
64.0,4.802,0.8,1.391,7.08,-0.208,18.488,-6.173,0.858
64.4,4.527,0.0,-0.686,7.128,0.446,17.146,-5.789,-0.212
64.8,4.252,0.0,-0.686,7.437,1.1,15.713,-6.267,-0.23
65.2,4.397,0.0,0.362,7.608,-0.245,14.446,-6.745,0.264
65.6,4.542,0.0,0.362,21.054,1.577,13.388,-7.026,0.275
66.0,4.506,-0.4,-0.09,6.373,-2.753,12.464,-7.306,0.024
66.4,4.47,-0.4,-0.09,5.038,-3.917,11.669,-7.746,0.037
66.8,3.538,-0.4,-2.329,3.55,-3.527,10.857,-8.185,-1.076
67.2,2.607,-0.4,-2.329,2.321,-2.607,9.841,-8.592,-1.083
67.6,2.042,0.0,-1.413,1.45,-1.746,8.689,-8.999,-0.633
68.0,1.476,0.0,-1.413,0.924,-0.885,7.472,-9.4,-0.626
68.4,1.042,0.246,-1.087,0.875,0.639,6.216,-9.8,-0.469
68.8,0.607,0.246,-1.087,1.435,2.162,5.039,-10.669,-0.46
69.2,1.346,0.0,1.847,2.372,2.525,4.271,-11.537,1.067
69.6,2.085,0.0,1.847,3.455,2.888,4.011,-11.734,1.039
70.0,1.734,0.4,-0.877,4.963,4.654,3.908,-11.932,-0.366
70.4,1.383,0.8,-0.877,7.178,6.42,3.651,-11.664,-0.354
70.8,2.57,1.0,2.968,9.751,6.444,3.454,-11.396,1.671
71.2,3.758,1.0,2.968,12.333,6.467,3.645,-11.232,1.649
71.6,4.819,0.6,2.652,12.577,6.703,3.325,-11.063,1.45
72.0,5.88,0.2,2.652,15.112,5.971,4.328,-11.255,1.464
72.4,7.129,0.0,3.124,17.311,5.02,5.66,-10.396,1.727
72.8,8.378,0.0,3.124,19.128,4.068,7.148,-9.536,1.731
73.2,9.464,0.4,2.714,20.383,2.205,8.651,-8.134,1.55
73.6,10.55,0.8,2.714,20.892,0.341,10.027,-6.732,1.809
74.0,10.897,0.4,0.867,20.803,-0.784,11.16,-5.489,0.684
74.4,11.244,0.0,0.867,20.265,-1.908,11.935,-4.246,0.539
74.8,11.349,-0.4,0.263,19.484,-1.998,12.544,-4.203,0.295
75.2,11.454,-0.8,0.263,18.667,-2.088,13.177,-4.159,0.312
75.6,11.393,-1.0,-0.153,28.052,0.537,15.136,-3.763,0.049
76.0,11.332,-1.0,-0.153,28.039,-0.601,15.506,-3.361,0.067
76.4,10.421,-0.6,-2.277,16.188,-1.762,15.521,-2.959,-0.944
76.8,9.51,-0.2,-2.277,15.562,-1.372,15.119,-3.1,-0.915
77.2,9.616,-0.6,0.264,14.803,-2.422,14.613,-3.241,0.323
77.6,9.722,-0.6,0.264,13.624,-3.473,14.331,-4.014,0.261
78.0,9.019,-0.2,-1.756,12.243,-3.429,14.239,-4.786,-0.721
78.4,8.317,-0.446,-1.756,10.881,-3.384,13.972,-4.541,-0.717
78.8,7.616,0.0,-1.751,9.662,-2.708,13.326,-4.297,-0.744
79.2,6.916,0.0,-1.751,8.714,-2.033,12.474,-4.91,-0.735
79.6,6.192,0.0,-1.812,8.152,-0.779,11.582,-5.523,-0.776
80.0,5.467,0.0,-1.812,8.091,0.475,10.695,-6.385,-0.814
80.4,5.791,0.0,0.811,8.184,-0.011,10.073,-7.247,0.52
80.8,6.116,0.0,0.811,8.082,-0.497,9.857,-7.769,0.536
81.2,6.049,0.0,-0.166,7.852,-0.651,9.902,-8.291,-0.011
81.6,5.983,0.0,-0.166,7.561,-0.806,9.972,-8.027,0.028
82.0,5.23,0.0,-1.883,7.592,0.959,9.773,-0.553,-0.85
82.4,4.477,0.0,-1.883,8.328,2.724,9.3,-0.955,-0.837
82.8,5.274,0.0,1.992,9.426,2.762,8.996,-1.356,1.237
83.2,6.071,0.0,1.992,10.538,2.8,9.011,-0.952,1.409
83.6,6.139,0.0,0.172,11.808,3.55,9.037,-7.759,0.525
84.0,6.208,0.0,0.172,0.0,0.0,8.973,-7.572,0.364
84.4,7.265,0.0,2.641,0.0,0.0,9.058,-7.384,1.496
84.8,8.321,0.0,2.641,0.0,0.0,9.541,-7.443,1.44
85.2,9.893,0.0,3.93,0.0,0.0,10.572,-7.501,2.113
85.6,11.465,0.0,3.93,0.0,0.0,12.203,-7.295,2.117
