sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
70.0,3.985,0.0,0.0,1.046,1.805,11.88,-7.824,-0.0
70.4,3.446,0.0,-1.348,1.804,1.989,11.88,-7.824,-0.605
70.8,2.907,0.0,-1.348,2.637,2.173,11.88,-7.824,-0.604
71.2,2.936,0.0,0.073,3.585,2.57,11.88,-7.824,0.1
71.6,2.965,0.0,0.073,4.693,2.968,11.88,-7.824,0.1
72.0,3.431,0.0,1.165,5.71,2.116,0.885,-12.851,0.67
72.4,3.897,0.0,1.165,6.385,1.263,1.839,-12.587,0.669
72.8,4.718,0.0,2.052,6.711,0.364,2.944,-12.323,1.131
73.2,5.539,0.0,2.052,6.676,-0.535,4.148,-11.442,1.13
73.6,5.572,0.0,0.083,6.492,-0.388,5.171,-10.562,0.104
74.0,5.605,0.0,0.083,6.366,-0.241,5.933,-2.861,0.11
74.4,4.96,0.0,-1.613,6.643,1.626,6.376,-2.37,-0.679
74.8,4.315,0.0,-1.613,7.667,3.492,6.401,-2.057,-0.612
75.2,4.979,0.0,1.659,9.153,3.938,6.304,-1.745,1.184
75.6,5.643,0.0,1.659,10.818,4.385,6.37,-1.542,1.228
76.0,5.692,0.4,0.125,12.549,4.271,45.994,-1.589,0.289
76.4,5.742,0.8,0.125,14.234,4.157,6.63,-8.681,0.133
76.8,7.208,1.0,3.665,15.557,2.458,7.119,-8.813,2.069
77.2,8.674,1.0,3.665,16.201,0.76,8.085,-8.134,2.071
77.6,9.493,0.6,2.047,16.38,0.134,9.236,-7.456,1.206
78.0,10.312,0.2,2.047,44.564,-8.16,65.2,-6.28,1.144
78.4,10.455,-0.2,0.358,15.845,-1.826,11.75,-6.541,0.339
78.8,10.598,-0.6,0.358,14.848,-3.16,12.82,-5.755,0.32
79.2,10.002,-0.6,-1.49,13.463,-3.764,13.484,-4.968,-0.643
79.6,9.406,-0.6,-1.49,11.837,-4.367,13.731,-4.861,-0.578
80.0,8.327,-1.0,-2.698,10.152,-4.057,13.601,-4.753,-1.196
80.4,7.247,-1.0,-2.698,8.591,-3.747,13.109,-5.214,-1.247
80.8,6.264,-0.6,-2.46,7.098,-3.719,12.389,-5.675,-1.113
81.2,5.28,-0.2,-2.46,5.616,-3.691,11.522,-6.444,-1.101
81.6,4.08,0.2,-3.0,4.389,-2.444,10.525,-7.212,-1.385
82.0,2.88,0.6,-3.0,3.661,-1.197,9.237,-7.391,-1.385
82.4,2.329,1.0,-1.377,3.367,-0.272,7.671,-7.571,-0.588
82.8,1.778,1.0,-1.377,3.443,0.653,6.16,-8.765,-0.591
83.2,2.022,1.0,0.609,3.679,0.526,5.065,-9.96,0.402
83.6,2.265,1.0,0.609,3.864,0.399,17.249,-7.967,0.395
84.0,2.363,1.0,0.244,4.198,1.27,15.991,-9.112,0.203
84.4,2.461,1.0,0.244,4.88,2.141,29.891,-6.686,0.204
84.8,2.98,1.0,1.299,5.835,2.635,28.183,-7.334,0.751
85.2,3.499,0.6,1.299,6.988,3.129,26.942,-7.981,0.746
85.6,4.675,0.2,2.94,8.229,3.079,26.391,-9.091,1.663
86.0,5.851,0.2,2.94,9.451,3.03,26.754,-10.2,1.658
86.4,7.278,-0.2,3.566,10.55,2.465,27.943,-10.613,1.946
86.8,8.704,-0.6,3.566,11.423,1.901,18.388,-9.236,1.956
87.2,9.518,0.0,2.036,12.065,1.308,19.959,-8.396,1.171
87.6,10.333,0.0,2.036,12.47,0.714,21.605,-7.983,1.23
88.0,10.179,0.4,-0.386,12.799,0.933,23.218,-7.57,0.035
88.4,10.024,0.4,-0.386,13.216,1.152,24.594,-7.106,0.122
88.8,10.331,0.0,0.768,13.641,0.972,25.814,-6.641,0.523
89.2,10.639,0.0,0.768,0.0,0.0,26.856,-5.598,0.487
89.6,11.102,0.0,1.159,0.0,0.0,27.634,-4.554,0.775
