sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
52.8,2.356,0.0,0.0,0.785,1.515,11.832,-8.297,-0.0
53.2,2.057,0.0,-0.747,1.472,1.918,11.832,-8.297,-0.307
53.6,1.759,0.0,-0.747,2.494,3.196,11.832,-8.297,-0.306
54.0,2.432,0.0,1.682,3.834,3.502,11.832,-8.297,0.946
54.4,3.104,0.0,1.682,5.114,2.897,11.832,-8.297,0.942
54.8,4.123,0.0,2.546,6.082,1.947,11.832,-8.297,1.39
55.2,5.142,0.0,2.546,6.7,1.14,1.39,-10.384,1.388
55.6,5.746,0.0,1.512,7.077,0.747,2.123,-10.396,0.849
56.0,6.351,0.0,1.512,7.284,0.284,3.104,-10.408,0.849
56.4,6.579,0.0,0.57,7.38,0.198,4.154,-9.913,0.359
56.8,6.807,0.0,0.57,7.559,0.695,5.098,-2.208,0.39
57.2,6.575,0.0,-0.581,8.028,1.653,5.958,-2.289,-0.04
57.6,6.342,0.0,-0.581,8.743,1.92,6.757,-2.37,0.143
58.0,6.427,0.0,0.212,9.501,1.87,18.4,-6.825,0.521
58.4,6.512,0.0,0.212,10.11,1.173,18.227,-7.368,0.343
58.8,7.168,0.0,1.641,10.325,-0.095,18.333,-7.485,0.949
59.2,7.824,0.0,1.641,10.257,-0.248,18.749,-7.601,1.009
59.6,7.618,0.0,-0.515,10.299,0.462,35.194,-7.329,-0.163
60.0,7.412,0.0,-0.515,10.514,0.614,35.6,-7.673,-0.119
60.4,7.357,0.0,-0.138,10.76,0.615,36.092,-8.017,0.018
60.8,7.302,0.0,-0.138,11.153,1.351,36.609,-7.913,0.068
61.2,7.46,0.0,0.395,11.798,1.874,37.106,-7.808,0.296
61.6,7.618,0.0,0.395,12.452,1.396,37.728,-8.227,0.355
62.0,8.575,0.0,2.392,12.755,0.119,38.741,-8.646,1.353
62.4,9.532,0.0,2.392,12.455,-1.619,39.906,-7.07,1.431
62.8,8.939,0.0,-1.481,11.77,-1.807,40.513,-5.495,-0.6
63.2,8.347,0.0,-1.481,11.051,-1.791,40.304,-4.171,-0.609
63.6,7.988,0.0,-0.897,10.291,-2.01,39.374,-2.847,-0.304
64.0,7.629,0.0,-0.897,9.581,-1.539,38.087,-3.099,-0.349
64.4,6.672,0.0,-2.393,9.179,-0.47,36.637,-3.351,-1.051
64.8,5.715,0.0,-2.393,9.103,0.09,34.831,-3.229,-1.094
65.2,5.527,0.0,-0.47,9.097,-0.119,32.746,-3.107,-0.143
65.6,5.339,0.0,-0.47,9.029,-0.223,30.509,-2.843,-0.135
66.0,5.669,0.0,0.826,8.815,-0.846,28.196,-2.579,0.497
66.4,6.0,0.0,0.826,8.517,-0.362,26.082,-3.185,0.543
66.8,5.724,0.0,-0.688,8.59,0.727,24.222,-3.791,-0.25
67.2,5.449,0.0,-0.688,52.905,4.12,22.363,-3.739,-0.26
67.6,6.592,0.4,2.857,54.131,2.014,20.656,-3.687,1.615
68.0,7.735,0.8,2.857,54.516,-0.092,19.454,-3.972,1.623
68.4,8.767,0.0,2.58,54.242,-1.275,18.8,-4.258,1.475
68.8,9.799,0.0,2.58,53.496,-2.457,18.696,-4.657,1.453
69.2,11.031,-0.4,3.081,52.357,-3.235,19.205,-5.057,1.915
69.6,12.263,-0.4,3.081,50.908,-4.012,20.374,-5.496,1.683
70.0,12.654,-0.4,0.976,49.111,-4.97,22.044,-5.936,0.733
70.4,13.044,-0.4,0.976,46.932,-5.928,24.198,-7.136,0.743
70.8,12.942,0.0,-0.255,44.456,-6.448,26.89,-8.336,0.097
71.2,12.84,0.0,-0.255,41.773,-6.967,50.742,-4.672,0.145
71.6,12.652,0.0,-0.471,39.067,-6.563,52.289,-5.572,-0.01
72.0,12.463,0.0,-0.471,36.523,-6.159,54.121,-6.471,0.009
72.4,12.417,0.0,-0.115,34.074,-6.085,56.096,-6.524,0.196
72.8,12.371,0.0,-0.115,31.654,-6.012,58.073,-6.576,0.15
73.2,11.762,0.0,-1.522,29.572,-4.399,59.652,-5.185,-0.561
73.6,11.153,0.0,-1.522,28.135,-2.786,60.431,-3.794,-0.577
74.0,9.953,0.0,-3.0,27.441,-0.688,60.431,-3.794,-1.288
74.4,8.753,0.0,-3.0,27.585,1.41,60.431,-3.794,-1.339
74.8,7.601,0.0,-2.88,0.0,0.0,57.97,-1.467,-1.312
75.2,6.449,0.0,-2.88,0.0,0.0,55.629,-0.776,-1.299
75.6,6.151,0.0,-0.746,0.0,0.0,52.894,-0.947,-0.278
76.0,5.852,0.0,-0.746,0.0,0.0,52.894,-0.947,-0.258
76.4,6.224,0.0,0.929,0.0,0.0,52.894,-0.947,0.767
76.8,6.596,0.0,0.929,0.0,0.0,68.706,5.809,0.976
77.2,6.629,0.0,0.082,0.0,0.0,66.268,-1.186,0.475
77.6,6.662,0.0,0.082,0.0,0.0,63.758,-0.97,0.233
78.0,7.712,0.0,2.626,0.0,0.0,61.393,-0.834,1.431
78.4,8.763,0.0,2.626,0.0,0.0,59.394,-0.697,1.432
78.8,10.133,0.0,3.425,0.0,0.0,57.939,-1.133,1.851
79.2,11.503,0.0,3.425,0.0,0.0,57.206,-1.569,1.855
