sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
62.8,1.755,0.0,0.0,0.088,1.863,24.672,-6.068,-0.0
63.2,1.452,0.0,-0.759,1.01,2.744,24.672,-6.068,-0.31
63.6,1.148,0.0,-0.759,2.384,4.129,24.672,-6.068,-0.307
64.0,2.636,0.0,3.72,3.955,3.723,24.672,-6.068,2.017
64.4,4.124,0.0,3.72,5.103,2.018,24.672,-6.068,2.003
64.8,4.235,0.0,0.278,5.845,1.69,24.672,-6.068,0.205
65.2,4.346,0.0,0.278,6.432,1.245,1.158,-11.098,0.205
65.6,4.773,0.0,1.067,6.777,0.483,1.895,-11.468,0.617
66.0,5.2,0.0,1.067,6.876,0.009,2.951,-11.838,0.617
66.4,5.487,0.0,0.718,6.812,-0.326,4.012,-10.783,0.435
66.8,5.775,0.0,0.718,6.909,0.807,4.767,-9.729,0.435
67.2,5.679,0.0,-0.239,7.535,2.324,5.243,-1.988,-0.025
67.6,5.584,0.0,-0.239,8.458,2.291,5.469,-1.456,0.093
68.0,6.235,0.0,1.628,9.218,1.511,5.679,-1.355,1.278
68.4,6.886,0.0,1.628,9.685,0.826,6.108,-1.253,1.329
68.8,6.425,0.4,-1.154,10.101,1.254,53.579,-4.003,-0.346
69.2,5.963,0.8,-1.154,10.685,1.664,6.399,-7.413,-0.499
69.6,7.089,0.0,2.814,11.115,0.487,6.489,-7.984,1.652
70.0,8.214,0.0,2.814,10.991,-1.105,7.257,-8.555,1.598
70.4,7.94,-0.4,-0.685,10.511,-1.297,8.215,-8.081,-0.202
70.8,7.667,-0.4,-0.685,10.141,-0.551,8.875,-7.608,-0.259
71.2,7.146,-0.4,-1.301,10.119,0.442,9.247,-7.438,-0.513
71.6,6.625,-0.4,-1.301,10.473,1.327,9.342,-7.267,-0.561
72.0,7.493,0.0,2.169,10.903,0.824,9.429,-7.047,1.274
72.4,8.361,0.0,2.169,11.15,0.413,9.774,-6.827,1.297
72.8,8.629,0.0,0.672,11.353,0.6,10.183,-6.227,0.52
73.2,8.898,0.0,0.672,11.469,-0.021,10.459,-5.628,0.468
73.6,7.698,0.0,-3.0,11.63,0.827,10.495,-5.954,-1.329
74.0,6.498,0.0,-3.0,12.043,1.24,10.181,-6.28,-1.39
74.4,5.824,0.0,-1.686,12.517,1.128,9.601,-6.498,-0.723
74.8,5.149,0.0,-1.686,12.984,1.208,8.839,-6.717,-0.762
75.2,5.907,0.0,1.895,13.197,-0.144,8.248,-7.273,1.094
75.6,6.665,0.0,1.895,2.703,0.644,8.183,-7.829,1.101
76.0,5.528,0.0,-2.842,2.89,0.294,8.21,-8.111,-1.318
76.4,4.392,0.0,-2.842,3.004,0.275,7.895,-8.393,-1.31
76.8,3.987,0.4,-1.013,2.964,-0.475,7.447,-8.991,-0.427
77.2,3.582,0.8,-1.013,3.064,0.977,7.077,-9.589,-0.41
77.6,3.334,1.0,-0.619,3.714,2.272,6.713,-9.677,-0.198
78.0,3.086,1.0,-0.619,4.58,2.058,6.286,-9.765,-0.209
78.4,3.569,0.6,1.207,5.158,1.113,5.925,-9.775,0.716
78.8,4.052,0.2,1.207,0.0,0.0,29.029,-6.08,0.724
79.2,4.177,0.6,0.313,0.0,0.0,27.35,-5.298,0.247
79.6,4.302,0.6,0.313,0.0,0.0,25.408,-4.516,0.272
80.0,5.757,1.0,3.638,0.0,0.0,23.605,-4.406,1.967
80.4,7.212,1.0,3.638,0.0,0.0,22.339,-4.295,1.989
80.8,8.552,0.6,3.35,0.0,0.0,21.554,-4.018,1.827
81.2,9.892,0.2,3.35,0.0,0.0,21.195,-3.741,1.927
81.6,11.389,0.0,3.742,0.0,0.0,21.268,-3.34,2.171
82.0,12.886,0.0,3.742,0.0,0.0,21.778,-2.938,2.036
82.4,13.075,-0.4,0.473,0.0,0.0,22.405,-2.234,0.519
82.8,13.265,-0.8,0.473,0.0,0.0,22.825,-1.529,0.465
83.2,13.349,-1.0,0.212,0.0,0.0,23.134,-1.4,0.311
83.6,13.434,-1.0,0.212,0.0,0.0,23.424,-1.27,0.335
84.0,13.302,-1.0,-0.331,40.905,-1.13,42.681,-8.203,0.068
84.4,13.169,-1.0,-0.331,0.0,0.0,45.676,-8.301,0.063
84.8,12.591,-0.6,-1.445,0.0,0.0,86.429,-2.862,-0.503
85.2,12.013,-0.2,-1.445,0.0,0.0,86.737,-2.073,-0.467
85.6,11.224,-0.25,-1.972,0.0,0.0,86.777,-2.89,-0.702
86.0,10.436,-0.25,-1.972,0.0,0.0,86.777,-2.89,-0.81
86.4,9.236,-0.65,-3.0,0.0,0.0,86.777,-2.89,-1.35
86.8,8.036,-0.65,-3.0,0.0,0.0,86.777,-2.89,-1.373
87.2,7.483,-0.25,-1.382,0.0,0.0,86.777,-2.89,-0.586
87.6,6.93,-0.2,-1.382,0.0,0.0,86.777,-2.89,-0.52
88.0,6.207,0.0,-1.807,0.0,0.0,86.777,-2.89,-0.792
88.4,5.484,0.0,-1.807,0.0,0.0,86.777,-2.89,-0.716
88.8,6.253,0.0,1.921,0.0,0.0,86.777,-2.89,1.403
89.2,7.021,0.0,1.921,0.0,0.0,86.777,-2.89,1.528
89.6,8.104,0.0,2.708,0.0,0.0,86.777,-2.89,1.745
90.0,9.188,0.0,2.708,0.0,0.0,86.777,-2.89,1.498
90.4,10.621,0.0,3.583,0.0,0.0,86.777,-2.89,1.935
90.8,12.054,0.0,3.583,0.0,0.0,86.777,-2.89,1.939
