sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
28.4,3.311,0.0,0.0,0.729,1.833,31.509,-5.209,-0.0
28.8,3.033,0.0,-0.697,1.522,2.131,31.509,-5.209,-0.285
29.2,2.754,0.0,-0.697,2.434,2.429,31.509,-5.209,-0.284
29.6,2.878,0.0,0.31,3.141,1.105,31.509,-5.209,0.224
30.0,3.002,0.0,0.31,3.318,-0.219,31.509,-5.209,0.224
30.4,2.617,0.0,-0.961,3.564,1.448,0.352,-12.763,-0.414
30.8,2.233,0.0,-0.961,4.477,3.115,0.861,-12.934,-0.413
31.2,3.428,0.0,2.989,5.592,2.458,1.601,-13.105,1.624
31.6,4.624,0.0,2.989,6.443,1.801,2.728,-12.479,1.62
32.0,5.48,0.0,2.141,6.931,0.639,4.016,-11.853,1.176
32.4,6.337,0.0,2.141,6.955,-0.523,5.274,-10.622,1.177
32.8,5.861,0.0,-1.189,7.113,1.316,6.116,-2.181,-0.511
33.2,5.386,0.0,-1.189,8.008,3.155,6.421,-1.675,-0.435
33.6,5.89,0.0,1.26,9.413,3.872,6.529,-1.169,1.003
34.0,6.394,0.0,1.26,11.105,4.589,6.691,-0.939,1.126
34.4,6.323,0.4,-0.176,12.836,4.062,19.132,-7.644,0.227
34.8,6.253,0.8,-0.176,14.355,3.535,6.896,-7.743,-0.002
35.2,7.838,0.0,3.961,15.453,1.952,7.176,-7.567,2.225
35.6,9.422,0.0,3.961,15.917,0.369,8.145,-8.017,2.168
36.0,9.674,-0.4,0.63,15.836,-0.772,9.661,-8.467,0.498
36.4,9.926,-0.4,0.63,15.3,-1.912,11.377,-8.512,0.415
36.8,9.398,-0.4,-1.322,14.701,-1.081,13.056,-8.558,-0.49
37.2,8.869,-0.4,-1.322,14.435,-0.251,14.355,-7.671,-0.512
37.6,9.349,0.0,1.2,14.024,-1.804,15.289,-6.785,0.754
38.0,9.829,0.0,1.2,12.991,-3.358,15.927,-5.227,0.886
38.4,8.629,0.0,-3.0,11.768,-2.756,15.798,-3.669,-1.356
38.8,7.429,0.0,-3.0,10.787,-2.154,15.03,-4.435,-1.355
39.2,6.659,0.0,-1.924,10.141,-1.076,14.175,-5.201,-0.844
39.6,5.89,0.0,-1.924,9.926,0.003,13.267,-5.707,-0.845
40.0,6.172,0.0,0.706,9.913,-0.068,12.463,-6.213,0.449
40.4,6.455,0.0,0.706,9.872,-0.138,11.983,-6.759,0.491
40.8,6.419,0.0,-0.09,9.756,-0.444,11.77,-7.305,0.03
41.2,6.383,0.0,-0.09,9.517,-0.749,11.567,-6.88,0.073
41.6,6.224,0.0,-0.396,9.542,0.876,11.155,-6.455,-0.106
42.0,6.066,0.0,-0.396,10.218,2.501,10.588,-6.42,-0.104
42.4,7.375,0.0,3.272,11.147,2.143,10.237,-6.385,1.836
42.8,8.683,0.0,3.272,11.932,1.785,10.357,-6.154,1.823
43.2,9.081,0.0,0.994,12.783,2.469,10.725,-5.923,0.669
43.6,9.479,0.0,0.994,13.908,3.153,11.121,-5.496,0.595
44.0,10.607,0.0,2.82,15.022,2.418,11.651,-5.07,1.687
44.4,11.735,0.0,2.82,15.842,1.683,12.404,-4.351,1.833
44.8,12.225,0.0,1.225,16.383,1.018,13.193,-3.633,0.777
45.2,12.715,0.0,1.225,16.657,0.353,13.986,-3.396,0.859
45.6,13.043,0.0,0.82,16.701,-0.131,14.849,-3.159,0.66
46.0,13.371,0.0,0.82,16.552,-0.615,15.618,-2.268,0.67
46.4,13.222,0.0,-0.373,16.187,-1.209,16.065,-1.377,0.046
46.8,13.072,0.0,-0.373,15.584,-1.803,16.193,-0.969,0.045
47.2,12.424,0.0,-1.62,14.777,-2.233,15.999,-0.561,-0.563
47.6,11.776,0.0,-1.62,13.798,-2.663,15.514,-0.812,-0.561
48.0,10.576,0.0,-3.0,12.797,-2.343,14.759,-1.064,-1.311
48.4,9.376,0.0,-3.0,11.923,-2.024,13.796,-2.167,-1.343
48.8,8.844,0.0,-1.331,11.044,-2.375,12.928,-3.27,-0.491
49.2,8.312,0.0,-1.331,10.023,-2.727,12.273,-4.302,-0.54
49.6,7.606,0.0,-1.765,9.136,-1.71,11.784,-5.333,-0.751
50.0,6.9,0.0,-1.765,8.655,-0.693,11.303,-5.755,-0.761
50.4,6.718,0.0,-0.455,8.349,-0.835,10.813,-6.177,-0.12
50.8,6.536,0.0,-0.455,7.987,-0.977,10.478,-6.899,-0.132
51.2,6.046,0.0,-1.225,8.003,1.062,10.299,-7.62,-0.491
51.6,5.556,0.0,-1.225,8.836,3.101,9.995,-0.053,-0.522
52.0,5.794,0.0,0.595,10.227,3.854,9.499,0.305,0.484
52.4,6.032,0.0,0.595,11.919,4.607,9.047,0.202,0.645
52.8,6.314,0.0,0.705,13.902,5.31,8.74,0.1,0.835
53.2,6.596,0.0,0.705,0.0,0.0,8.697,-7.768,0.711
53.6,8.023,0.0,3.567,0.0,0.0,9.26,-8.425,2.002
54.0,9.45,0.0,3.567,0.0,0.0,10.471,-8.158,1.924
54.4,10.767,0.0,3.294,0.0,0.0,12.124,-7.891,1.785
54.8,12.085,0.0,3.294,0.0,0.0,14.198,-7.629,1.789
