sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
26.0,1.146,0.0,0.0,1.175,2.105,13.146,-7.765,-0.0
26.4,1.559,0.0,1.033,1.827,1.154,13.146,-7.765,0.616
26.8,1.973,0.0,1.033,2.362,1.523,13.146,-7.765,0.61
27.2,2.345,0.0,0.932,3.054,1.932,13.146,-7.765,0.553
27.6,2.718,0.0,0.932,3.642,1.008,13.146,-7.765,0.55
28.0,2.968,0.0,0.625,3.885,0.206,13.146,-7.765,0.389
28.4,3.218,0.0,0.625,3.709,-1.084,13.146,-7.765,0.388
28.8,2.953,0.0,-0.663,3.12,-1.86,1.232,-11.989,-0.268
29.2,2.688,0.0,-0.663,2.306,-2.209,1.59,-12.159,-0.267
29.6,1.873,0.0,-2.036,1.469,-1.873,1.8,-12.328,-0.942
30.0,1.059,0.0,-2.036,0.886,-1.041,1.747,-12.475,-0.941
30.4,0.754,0.0,-0.762,0.534,-0.718,1.529,-12.622,-0.303
30.8,0.449,0.0,-0.762,0.297,-0.449,1.261,-12.839,-0.292
31.2,0.324,0.0,-0.313,0.142,-0.324,0.995,-13.055,-0.044
31.6,0.199,0.0,-0.313,0.038,-0.199,0.745,-13.171,-0.014
32.0,0.0,0.0,-0.496,0.001,0.0,0.472,-13.286,0.03
32.4,0.0,0.0,0.0,0.001,0.0,0.237,-13.538,0.0
32.8,0.0,0.0,0.0,0.001,0.0,0.103,-13.791,0.0
33.2,0.0,0.0,0.0,0.001,0.0,0.041,-13.898,0.0
33.6,0.0,0.0,0.0,0.001,0.0,0.022,-14.0,0.0
34.0,0.0,0.0,0.0,0.001,0.0,0.019,-13.987,0.0
34.4,0.0,0.0,0.0,0.001,0.0,0.011,-13.973,0.0
34.8,0.0,0.0,0.0,0.001,0.0,0.003,-13.988,0.0
35.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
35.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
36.0,0.0,0.0,0.0,0.001,0.0,0.001,-13.999,0.0
36.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
36.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
37.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
37.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
38.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
38.4,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
38.8,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
39.2,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
39.6,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
40.0,0.0,0.0,0.0,0.001,0.0,0.001,-14.0,0.0
40.4,0.0,0.0,0.0,0.279,1.389,0.001,-14.0,0.0
40.8,0.367,0.0,0.918,1.039,2.411,0.074,-14.0,0.732
41.2,0.735,0.0,0.918,2.15,3.142,0.281,-13.933,0.596
41.6,1.789,0.0,2.637,3.415,3.185,0.746,-13.866,1.463
42.0,2.844,0.0,2.637,4.683,3.155,1.512,-13.329,1.444
42.4,4.148,0.0,3.259,5.89,2.877,2.534,-12.791,1.762
42.8,5.451,0.0,3.259,6.9,2.173,3.76,-11.738,1.759
43.2,6.182,0.0,1.827,7.743,2.042,4.971,-3.475,1.072
43.6,6.913,0.0,1.827,8.503,1.76,6.027,-2.294,1.32
44.0,6.46,0.0,-1.131,9.387,2.662,6.667,-1.113,-0.097
44.4,6.008,0.0,-1.131,10.528,3.042,6.667,-1.113,-0.254
44.8,7.533,0.0,3.812,11.426,1.446,6.667,-1.113,2.193
45.2,9.057,0.0,3.812,11.552,-0.813,7.788,-7.801,2.102
45.6,8.68,0.0,-0.945,11.156,-1.17,8.912,-8.084,-0.335
46.0,8.302,0.0,-0.945,10.647,-1.373,9.963,-8.189,-0.324
46.4,7.791,0.0,-1.278,10.085,-1.442,10.878,-8.294,-0.533
46.8,7.279,0.0,-1.278,9.477,-1.593,11.395,-7.217,-0.495
47.2,6.573,0.0,-1.766,8.849,-1.549,11.237,-6.141,-0.788
47.6,5.867,0.0,-1.766,8.451,-0.438,10.636,-6.417,-0.761
48.0,5.664,0.0,-0.506,8.398,0.169,9.964,-6.694,-0.16
48.4,5.462,0.0,-0.506,8.338,-0.469,9.352,-7.118,-0.173
48.8,5.731,0.0,0.673,7.928,-1.578,8.923,-7.542,0.458
49.2,6.0,0.0,0.673,7.361,-1.261,8.746,-7.845,0.428
49.6,5.29,0.0,-1.775,7.115,0.036,8.603,-8.147,-0.779
50.0,4.581,0.0,-1.775,7.178,0.275,8.311,-8.524,-0.784
50.4,4.674,0.0,0.233,7.175,-0.289,8.047,-8.901,0.184
50.8,4.767,0.0,0.233,7.114,-0.015,7.842,-8.63,0.21
51.2,4.46,0.0,-0.766,7.242,0.659,7.484,-8.358,-0.292
51.6,4.154,0.0,-0.766,7.657,1.412,7.042,-8.817,-0.313
52.0,5.042,0.0,2.222,8.133,0.971,6.9,-9.275,1.242
52.4,5.931,0.0,2.222,8.344,0.083,7.241,-9.46,1.271
52.8,6.302,0.0,0.927,8.304,-0.286,7.909,-9.645,0.56
53.2,6.673,0.0,0.927,8.154,-0.464,8.657,-9.12,0.605
53.6,5.947,0.0,-1.815,8.152,0.456,9.125,-8.596,-0.802
54.0,5.221,0.0,-1.815,8.781,2.411,9.184,-8.531,-0.812
54.4,4.021,0.0,-3.0,10.232,4.841,8.831,-8.466,-1.393
54.8,2.821,0.0,-3.0,0.0,0.0,7.979,-8.427,-1.409
55.2,1.621,0.0,-3.0,0.0,0.0,6.63,-8.388,-1.417
55.6,0.421,0.0,-3.0,0.0,0.0,5.034,-9.588,-1.418
56.0,1.629,0.0,3.018,0.0,0.0,3.919,-10.788,1.677
56.4,2.836,0.0,3.018,0.0,0.0,3.672,-11.51,1.656
56.8,3.985,0.0,2.873,0.0,0.0,4.184,-12.231,1.585
57.2,5.134,0.0,2.873,0.0,0.0,5.116,-11.309,1.591
57.6,3.934,0.0,-3.0,0.0,0.0,5.669,-3.177,-1.402
58.0,2.734,0.0,-3.0,0.0,0.0,5.736,-4.072,-1.405
58.4,4.289,0.0,3.887,0.0,0.0,6.233,-4.968,2.191
58.8,5.843,0.0,3.887,0.0,0.0,7.587,-5.249,2.353
59.2,6.038,0.0,0.486,0.0,0.0,9.403,-5.53,0.686
59.6,6.232,0.0,0.486,0.0,0.0,5.12,-14.0,0.588
60.0,7.138,0.0,2.263,0.0,0.0,7.794,-14.0,1.319
60.4,8.043,0.0,2.263,0.0,0.0,10.83,-14.0,1.242
60.8,8.963,0.0,2.301,0.0,0.0,13.969,-12.692,1.263
61.2,9.883,0.0,2.301,0.0,0.0,16.954,-11.383,1.266
61.6,11.256,0.0,3.433,0.0,0.0,19.954,-10.477,1.858
