sim_time,speed_x,speed_y,acc,front_vehicle_distance,front_vehicle_to_speed,rear_vehicle_distance,rear_vehicle_to_speed,Et
90.4,2.176,0.0,0.0,0.394,1.753,12.132,-7.488,-0.0
90.8,1.854,0.0,-0.805,1.309,2.824,12.132,-7.488,-0.335
91.2,1.532,0.0,-0.805,2.595,3.605,12.132,-7.488,-0.333
91.6,2.52,0.0,2.47,3.931,3.075,12.132,-7.488,1.36
92.0,3.509,0.0,2.47,4.992,2.23,12.132,-7.488,1.352
92.4,3.828,0.0,0.798,5.848,2.053,12.132,-7.488,0.477
92.8,4.147,0.0,0.798,6.638,1.899,1.062,-11.294,0.477
93.2,4.354,0.0,0.518,7.389,1.856,1.718,-11.484,0.331
93.6,4.561,0.0,0.518,8.149,1.943,2.532,-11.674,0.331
94.0,5.709,0.0,2.87,8.756,1.09,3.556,-11.174,1.556
94.4,6.857,0.0,2.87,9.16,0.931,4.839,-10.675,1.557
94.8,6.86,0.0,0.008,9.73,1.917,6.016,-2.281,0.118
95.2,6.864,0.0,0.008,10.557,2.217,6.72,-1.097,0.338
95.6,6.472,0.0,-0.98,11.582,2.911,7.004,-0.566,-0.021
96.0,6.08,0.0,-0.98,12.948,3.917,23.947,-4.736,-0.167
96.4,7.102,0.0,2.556,14.433,3.509,22.947,-5.079,1.535
96.8,8.125,0.0,2.556,15.722,2.937,7.35,-7.629,1.418
97.2,9.525,0.0,3.5,16.708,1.988,8.346,-7.703,1.991
97.6,10.925,0.0,3.5,17.22,0.574,9.932,-7.777,2.019
98.0,11.143,0.0,0.546,17.403,0.342,11.819,-7.587,0.457
98.4,11.362,0.0,0.546,17.511,0.196,13.716,-7.396,0.462
98.8,11.442,0.0,0.201,17.588,0.189,15.426,-6.351,0.346
99.2,11.523,0.0,0.201,17.756,0.654,16.751,-5.306,0.313
99.6,12.163,0.0,1.601,17.999,0.559,17.764,-4.075,1.037
100.0,12.803,0.0,1.601,18.002,-0.543,18.542,-2.844,1.058
100.4,12.61,0.0,-0.482,17.731,-0.813,19.07,-2.384,-0.03
100.8,12.418,0.0,-0.482,17.526,-0.211,19.337,-1.924,-0.002
101.2,12.636,0.0,0.547,17.48,-0.021,19.381,-1.238,0.545
101.6,12.855,0.0,0.547,17.412,-0.321,19.237,-0.553,0.525
102.0,12.554,0.0,-0.752,17.327,-0.103,18.945,-0.576,-0.159
102.4,12.253,0.0,-0.752,17.302,-0.023,45.947,-2.731,-0.23
102.8,12.077,0.0,-0.441,17.283,-0.068,46.071,-1.556,-0.024
103.2,11.9,0.0,-0.441,17.286,0.078,45.745,-0.838,0.158
103.6,11.658,0.0,-0.605,17.359,0.29,45.048,-0.119,-0.169
104.0,11.416,0.0,-0.605,17.497,0.398,44.244,-0.786,-0.129
104.4,11.583,0.0,0.416,17.596,0.097,43.691,-1.452,0.405
104.8,11.749,0.0,0.416,17.69,0.374,43.456,-2.04,0.417
105.2,12.2,0.0,1.126,17.839,0.367,43.58,-2.628,0.841
105.6,12.651,0.0,1.126,17.969,0.286,44.241,-3.828,0.835
106.0,12.864,0.0,0.533,18.115,0.443,45.515,-5.028,0.503
106.4,13.077,0.0,0.533,18.098,-0.528,47.23,-5.605,0.513
106.8,12.651,0.0,-1.064,17.821,-0.859,74.415,-2.23,-0.31
107.2,12.226,0.0,-1.064,17.602,-0.235,74.745,-2.544,-0.326
107.6,11.224,0.0,-2.505,17.804,0.965,75.092,-3.744,-1.016
108.0,10.222,0.0,-2.505,18.339,1.71,75.092,-3.744,-1.053
108.4,9.575,0.0,-1.616,0.0,0.0,75.092,-3.744,-0.663
108.8,8.929,0.0,-1.616,0.0,0.0,75.092,-3.744,-0.649
109.2,7.729,0.0,-3.0,0.0,0.0,75.092,-3.744,-1.349
109.6,6.529,0.0,-3.0,0.0,0.0,75.092,-3.744,-1.379
110.0,6.598,0.0,0.174,0.0,0.0,75.092,-3.744,0.24
110.4,6.668,0.0,0.174,0.0,0.0,75.092,-3.744,0.452
110.8,6.719,0.0,0.128,0.0,0.0,75.092,-3.744,0.585
111.2,6.77,0.0,0.128,0.0,0.0,75.092,-3.744,0.445
111.6,7.782,0.0,2.529,0.0,0.0,75.092,-3.744,1.46
112.0,8.793,0.0,2.529,0.0,0.0,75.092,-3.744,1.382
112.4,9.644,0.0,2.125,0.0,0.0,75.092,-3.744,1.174
112.8,10.494,0.0,2.125,0.0,0.0,75.092,-3.744,1.176
