sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
2.4,rl_0,3.6642634946906423,0.0,0.0,2
2.8,rl_0,3.3961970709442757,-0.6701660593659164,-1.675415148414791,3
3.2,rl_0,3.128130647197909,-0.6701660593659164,0.0,4
3.6,rl_0,3.740950087806324,1.5320486015210377,5.505536652217385,5
4.0,rl_0,4.353769528414739,1.5320486015210377,0.0,6
4.4,rl_0,4.330624476994636,-0.057862628550258144,-3.9747780751782393,7
4.8,rl_0,4.307479425574533,-0.057862628550258144,0.0,8
5.2,rl_0,4.823901807138469,1.291055953909841,3.3722964561502478,9
5.6,rl_0,5.3403241887024056,1.291055953909841,0.0,10
6.0,rl_0,5.184086904514403,-0.39059321047000717,-4.20412291094962,11
6.4,rl_0,5.0278496203264,-0.39059321047000717,0.0,12
6.8,rl_0,4.642463194453357,-0.9634660646826076,-1.4321821355315012,13
7.2,rl_0,4.257076768580314,-0.9634660646826076,0.0,14
7.6,rl_0,5.362483696613727,2.763517320083533,9.31745846191535,15
8.0,rl_0,6.46789062464714,2.763517320083533,0.0,16
8.4,rl_0,7.5818320713002665,2.7848536166328164,0.05334074137320899,17
8.8,rl_0,8.695773517953393,2.7848536166328164,0.0,18
9.2,rl_0,9.735395381281313,2.5990546583197993,-0.4644973957825427,19
9.6,rl_0,10.775017244609232,2.5990546583197993,0.0,20
10.0,rl_0,11.244669779851325,1.174131338105231,-3.562308300536421,21
10.4,rl_0,11.714322315093417,1.174131338105231,0.0,22
10.8,rl_0,11.99115761861996,0.6920882588163568,-1.2051076982221853,23
11.2,rl_0,12.267992922146503,0.6920882588163568,0.0,24
11.6,rl_0,11.320050341134172,-2.3698564525308274,-7.654861778367961,25
12.0,rl_0,10.37210776012184,-2.3698564525308274,0.0,26
12.4,rl_0,9.779610632130318,-1.4812428199788075,2.22153408138005,27
12.8,rl_0,9.187113504138795,-1.4812428199788075,0.0,28
13.2,rl_0,8.56534195165488,-1.5544288812097884,-0.1829651530774523,29
13.6,rl_0,7.943570399170964,-1.5544288812097884,0.0,30
14.0,rl_0,7.446176858428462,-1.2434838518562552,0.777362573383833,31
14.4,rl_0,6.94878331768596,-1.2434838518562552,0.0,32
14.8,rl_0,6.46388369498701,-1.2122490567473743,0.07808698777220235,33
15.2,rl_0,5.9789840722880605,-1.2122490567473743,0.0,33
15.6,rl_0,7.524896642049336,3.8647814244031897,12.692576202876408,33
16.0,rl_0,9.070809211810612,3.8647814244031897,0.0,33
16.4,rl_0,10.314024162148618,3.108037375845014,-1.891860121395439,33
16.8,rl_0,11.557239112486624,3.108037375845014,0.0,33
17.2,rl_0,12.251582790354979,1.735859194670888,-3.4304454529353157,33
17.6,rl_0,12.945926468223334,1.735859194670888,0.0,34
18.0,rl_0,13.0674463461712,0.3037996948696664,-3.5801487495030537,35
18.4,rl_0,13.188966224119067,0.3037996948696664,0.0,36
18.8,rl_0,13.411037293598056,0.5551776736974734,0.6284449470695175,37
19.2,rl_0,13.633108363077046,0.5551776736974734,0.0,38
19.6,rl_0,13.545441378057005,-0.21916746255010278,-1.9358628406189404,39
20.0,rl_0,13.457774393036964,-0.21916746255010278,0.0,39
20.4,rl_0,12.619331016606008,-2.096108441077389,-4.692352446318215,39
20.8,rl_0,11.780887640175052,-2.096108441077389,0.0,39
21.2,rl_0,10.759790587169624,-2.5527426325135716,-1.1415854785904567,39
21.6,rl_0,9.738693534164195,-2.5527426325135716,0.0,39
22.0,rl_0,9.056581519334019,-1.7052800370754406,2.1186564885953274,39
22.4,rl_0,8.374469504503843,-1.7052800370754406,0.0,39
22.8,rl_0,7.381024800212799,-2.4836117607276087,-1.9458293091304202,39
23.2,rl_0,6.387580095921756,-2.4836117607276087,0.0,39
23.6,rl_0,6.703675197568835,0.7902377541176975,8.184623787113265,39
24.0,rl_0,7.019770299215914,0.7902377541176975,0.0,39
24.4,rl_0,6.772903724146188,-0.6171664376743147,-3.5185104794800304,39
24.8,rl_0,6.526037149076462,-0.6171664376743147,0.0,39
25.2,rl_0,7.880924831462204,3.3872192059643558,10.010964109096676,39
25.6,rl_0,9.235812513847947,3.3872192059643558,0.0,39
26.0,rl_0,10.474972106834054,3.097898982465268,-0.7233005587477193,39
26.4,rl_0,11.714131699820161,3.097898982465268,0.0,39
