sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
6.8,rl_0,2.4630883597887845,0.0,0.0,2
7.2,rl_0,2.443123874862903,-0.04991121231470386,-0.12477803078675964,3
7.6,rl_0,2.4231593899370214,-0.04991121231470386,0.0,4
8.0,rl_0,3.019094787840783,1.4898384947594034,3.8493742676852682,5
8.4,rl_0,3.615030185744544,1.4898384947594034,0.0,6
8.8,rl_0,3.0499552671052546,-1.412687296598224,-7.256314478394068,7
9.2,rl_0,2.484880348465965,-1.412687296598224,0.0,8
9.6,rl_0,1.9970927650362311,-1.2194689585743346,0.4830458450597236,9
10.0,rl_0,1.5093051816064973,-1.2194689585743346,0.0,10
10.4,rl_0,2.4220968687623654,2.28197921788967,8.753620441160011,11
10.8,rl_0,3.3348885559182335,2.28197921788967,0.0,12
11.2,rl_0,3.3248024952401076,-0.02521515169531474,-5.767985923962462,13
11.6,rl_0,3.3147164345619817,-0.02521515169531474,0.0,14
12.0,rl_0,2.2167438232953827,-2.7449315281664974,-6.799290941177956,15
12.4,rl_0,1.1187712120287836,-2.7449315281664974,0.0,15
12.8,rl_0,0.9198080680706154,-0.4974078598954204,5.618809170677692,15
13.2,rl_0,0.7208449241124473,-0.4974078598954204,0.0,15
13.6,rl_0,0.2854375256716136,-1.088518496102084,-1.4777765905166589,16
14.0,rl_0,0.0,-0.713593814179034,0.9373117048076248,17
14.4,rl_0,0.0070888544341247695,0.017722136085311924,1.8282898756608648,18
14.8,rl_0,0.014177708868249539,0.017722136085311924,0.0,19
15.2,rl_0,0.0,-0.03544427217062385,-0.13291602063983943,19
15.6,rl_0,0.0,0.0,0.08861068042655962,19
16.0,rl_0,0.0,0.0,0.0,19
16.4,rl_0,0.0,0.0,0.0,19
16.8,rl_0,0.0,0.0,0.0,19
17.2,rl_0,0.0,0.0,0.0,19
17.6,rl_0,0.0,0.0,0.0,19
18.0,rl_0,0.0,0.0,0.0,19
18.4,rl_0,0.0,0.0,0.0,19
18.8,rl_0,0.0,0.0,0.0,19
19.2,rl_0,0.0,0.0,0.0,19
19.6,rl_0,0.0,0.0,0.0,20
20.0,rl_0,0.0,0.0,0.0,21
20.4,rl_0,0.0,0.0,0.0,22
20.8,rl_0,0.0,0.0,0.0,23
21.2,rl_0,0.0,0.0,0.0,24
21.6,rl_0,0.0,0.0,0.0,25
22.0,rl_0,0.0,0.0,0.0,26
22.4,rl_0,1.3350493272393942,3.337623318098485,8.344058295246212,27
22.8,rl_0,2.6700986544787884,3.337623318098485,0.0,28
23.2,rl_0,3.7231191969662905,2.6325513562187552,-1.7626799046993247,28
23.6,rl_0,4.776139739453793,2.632551356218756,2.220446049250313e-15,28
24.0,rl_0,5.164678927818835,0.971347970912606,-4.153008463265375,28
24.4,rl_0,5.553218116183878,0.971347970912606,0.0,28
24.8,rl_0,6.2329193561720855,1.699253099970519,1.8197628226447826,28
25.2,rl_0,6.912620596160293,1.699253099970519,0.0,28
25.6,rl_0,8.004223732222915,2.7290078401565543,2.5743868504650878,28
26.0,rl_0,9.095826868285537,2.7290078401565543,0.0,28
26.4,rl_0,10.67974210655421,3.9597880956716835,3.076950638787823,28
26.8,rl_0,12.263657344822883,3.9597880956716835,0.0,29
27.2,rl_0,12.38852492873609,0.3121689597830146,-9.119047839721672,30
27.6,rl_0,12.513392512649295,0.3121689597830146,0.0,31
28.0,rl_0,12.493807278760134,-0.04896308472290389,-0.9028301112647963,32
28.4,rl_0,12.474222044870972,-0.04896308472290389,0.0,33
28.8,rl_0,11.881394430272444,-1.4820690364963207,-3.582764879433542,34
29.2,rl_0,11.288566815673915,-1.4820690364963207,0.0,35
29.6,rl_0,10.341978691567643,-2.3664703102656803,-2.211003184423399,36
30.0,rl_0,9.395390567461371,-2.3664703102656803,0.0,37
30.4,rl_0,9.141570487570531,-0.6345501997270997,4.329800276346451,38
30.8,rl_0,8.887750407679691,-0.6345501997270997,0.0,39
31.2,rl_0,7.620524606453188,-3.168064503066259,-6.333785758347898,40
31.6,rl_0,6.353298805226684,-3.168064503066259,0.0,41
32.0,rl_0,5.919598608409166,-1.0842504920437945,5.209535027556161,41
32.4,rl_0,5.4858984115916485,-1.0842504920437945,0.0,41
32.8,rl_0,6.149902570751607,1.660010397899896,6.860652224859225,41
33.2,rl_0,6.813906729911565,1.660010397899896,0.0,41
33.6,rl_0,8.172735820842087,3.3970727273263046,4.342655823566021,41
34.0,rl_0,9.531564911772609,3.3970727273263046,0.0,41
34.4,rl_0,11.074707314130961,3.857856005895881,1.1519581964239411,41
34.8,rl_0,12.617849716489314,3.857856005895881,0.0,41
