sim_time,agent_id,agent_speed,agent_waiting,agent_acc,agent_jeck,agent_collision
38.4,rl_0,3.292176443662604,0.0,1.0614542961120605,0.0,3
38.8,rl_0,3.292176443662604,0.0,0.9966766834259033,0.0,4
39.2,rl_0,3.412620792394357,0.0,1.0900440216064453,0.752777179573455,5
39.6,rl_0,3.5330651411261096,0.0,1.0913857221603394,0.0,6
40.0,rl_0,2.9029261449290065,0.0,1.1375534534454346,-4.6911459058053495,7
40.4,rl_0,2.2727871487319034,0.0,1.318274736404419,0.0,8
40.8,rl_0,1.8365120080859834,0.0,1.3833918571472168,1.2116490971948946,9
41.2,rl_0,1.4002368674400634,0.0,1.3688806295394897,0.0,10
41.6,rl_0,1.0607969426440784,0.0,1.3086113929748535,0.605220099062094,11
42.0,rl_0,0.7213570178480935,0.0,1.291957139968872,0.0,12
42.4,rl_0,0.2338635664774622,0.0,1.3046226501464844,-0.9253345410915395,13
42.8,rl_0,0.0,0.4,-1.0767313241958618,1.5851867805823066,14
43.2,rl_0,0.031563320491919365,0.8,-1.195250391960144,1.6589180435586348,15
43.6,rl_0,0.06312664098383873,1.2,-1.2875183820724487,0.0,16
44.0,rl_0,0.01083469063696408,1.6,-1.2874042987823486,-0.5240954427424624,17
44.4,rl_0,0.0,2.0,-1.2694780826568604,0.25910787318694106,18
44.8,rl_0,0.0,2.4,-1.2815552949905396,0.0677168164810255,19
45.2,rl_0,0.0,2.8,-1.2838473320007324,0.0,20
45.6,rl_0,0.0,3.2,-1.284879446029663,0.0,21
46.0,rl_0,0.0,3.6,-1.2857952117919922,0.0,22
46.4,rl_0,0.0,4.0,-1.2857630252838135,0.0,23
46.8,rl_0,0.0,4.4,-1.2857317924499512,0.0,24
47.2,rl_0,0.0,4.8,-1.2857643365859985,0.0,25
47.6,rl_0,0.0,5.2,-1.2857643365859985,0.0,26
48.0,rl_0,0.0,5.6,-1.2857643365859985,0.0,27
