sim_time,agent_id,agent_speed,agent_acc,agent_jeck,agent_collision
6.4,rl_0,2.722350529816305,0.8737940788269043,0.0,3
6.8,rl_0,2.722350529816305,0.9281773567199707,0.0,4
7.2,rl_0,3.4866204676921475,1.5863780975341797,4.776687111724015,5
7.6,rl_0,3.91609768250538,0.4294772148132324,-2.092454519141312,6
8.0,rl_0,4.319026273279916,0.40292859077453613,-0.1659289002418518,7
8.4,rl_0,4.721954864054452,2.087101459503174,0.0,8
8.8,rl_0,4.845449581242867,2.125115394592285,-1.7464617099132607,9
9.2,rl_0,4.968944298431281,1.2494292259216309,0.0,10
9.6,rl_0,3.5689442984312807,1.5953259468078613,-9.521841982427592,11
10.0,rl_0,2.1689442984312803,1.4619717597961426,0.0,12
10.4,rl_0,0.7689442984312802,1.5471673011779785,2.220446049250313e-15,12
10.8,rl_0,0.0,-0.9621701240539551,3.944098134804499,12
11.2,rl_0,1.3869060613960027,-0.042932987213134766,13.474064748920517,12
11.6,rl_0,2.7738121227920054,3.0750837326049805,0.0,12
12.0,rl_0,4.373812122792005,3.1661462783813477,1.331837116274981,12
12.4,rl_0,5.973812122792005,2.2406492233276367,0.0,12
12.8,rl_0,6.79,1.5759401321411133,-4.898825767450027,12
13.2,rl_0,6.79,3.0528597831726074,-5.101174232549971,12
13.6,rl_0,8.39,2.4376015663146973,10.000000000000002,12
14.0,rl_0,9.079096927642823,0.6890969276428223,-5.693144202232363,12
14.4,rl_0,10.679096927642822,3.0565404891967773,5.693144202232358,12
14.8,rl_0,11.785719623565674,1.1066226959228516,-3.0836081504821755,12
15.2,rl_0,13.132380237579346,1.3466606140136719,1.500236988067627,12
15.6,rl_0,13.89,1.2710504531860352,-3.6815053224563576,12
16.0,rl_0,13.89,0.5462665557861328,-4.735123515129091,12
16.4,rl_0,13.89,2.5756421089172363,0.0,12
16.8,rl_0,13.89,2.6802053451538086,0.0,12
17.2,rl_0,13.89,3.2931032180786133,0.0,12
17.6,rl_0,13.89,1.637110710144043,0.0,12
18.0,rl_0,13.89,2.653933048248291,0.0,12
18.4,rl_0,13.89,1.5367956161499023,0.0,12
18.8,rl_0,13.89,2.065277099609375,0.0,12
19.2,rl_0,13.89,3.04862117767334,0.0,12
19.6,rl_0,13.89,2.491142749786377,0.0,12
20.0,rl_0,13.89,2.5478830337524414,0.0,12
20.4,rl_0,13.89,3.508206844329834,0.0,12
20.8,rl_0,13.89,2.6017141342163086,0.0,12
21.2,rl_0,13.89,2.2700462341308594,0.0,12
21.6,rl_0,13.89,3.562289237976074,0.0,12
22.0,rl_0,13.89,2.753629684448242,0.0,12
22.4,rl_0,13.89,2.3085684776306152,0.0,12
22.8,rl_0,13.89,2.9250307083129883,0.0,12
23.2,rl_0,13.310287982376542,2.7234153747558594,-3.6232001101466182,12
23.6,rl_0,12.730575964753083,2.9044151306152344,0.0,12
24.0,rl_0,11.330575964753082,2.505326747894287,-5.126799889853384,12
24.4,rl_0,9.930575964753082,3.3427886962890625,0.0,12
24.8,rl_0,8.530575964753082,2.802163600921631,0.0,12
25.2,rl_0,7.130575964753081,2.7389650344848633,0.0,12
25.6,rl_0,7.077415482376541,2.838960647583008,8.417746985146623,12
26.0,rl_0,6.79,2.5070552825927734,-1.4640937500000006,12
26.4,rl_0,6.79,0.09768009185791016,1.7963467648533793,12
26.8,rl_0,6.79,1.8394603729248047,0.0,12
27.2,rl_0,8.39,1.6160836219787598,10.000000000000002,12
27.6,rl_0,9.99,1.9577956199645996,-4.440892098500626e-15,12
28.0,rl_0,11.59,1.621070384979248,0.0,12
28.4,rl_0,11.62175687789917,0.03175687789916992,-9.801519513130184,12
28.8,rl_0,11.62175687789917,1.6437902450561523,-9.801519513130184,12
