sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
71.6,[-0.647 -1.     0.01  -0.955  0.195 -0.345 -0.055],0.7461769580841064,-12.317603051187643,rl_0,2.469630715475932,0.0,0.2564419717245747,3
72.0,[-0.641 -1.     0.01  -0.907  0.241 -0.345 -0.055],0.7207473516464233,-12.262687147391528,rl_0,2.510661430951864,0.0,0.0,5
72.4,[-0.602 -1.     0.069 -0.853  0.239 -0.345 -0.055],0.6882750988006592,-12.411263995248898,rl_0,2.7859714704721275,0.0,1.4642457752770732,7
72.8,[-0.567 -1.     0.06  -0.799  0.24  -0.345 -0.055],0.6039016842842102,-11.745485191339144,rl_0,3.0275321441858116,0.0,-0.21093353629112188,9
73.2,[-0.533 -1.     0.06  -0.753  0.168 -0.345 -0.055],0.5964927077293396,-11.493797470869874,rl_0,3.2661292272775473,0.0,-0.01852244138717818,11
73.6,[-0.5   -1.     0.059 -0.724  0.096 -0.948 -0.079],0.5899068713188171,-11.253606702217471,rl_0,3.502091975805074,0.0,-0.016464591026305042,13
74.0,[-0.462 -1.     0.066 -0.701  0.105 -0.925 -0.125],0.6631600260734558,-10.990259148759346,rl_0,3.7673559862344566,0.0,0.18313288688659723,15
74.4,[-0.426 -1.     0.063 -0.677  0.115 -0.891 -0.171],0.6352510452270508,-10.725887331365588,rl_0,4.021456404325277,0.0,-0.06977245211601257,17
74.8,[-0.39  -1.     0.063 -0.651  0.117 -0.857 -0.141],0.6276806592941284,-10.469429633781377,rl_0,4.272528668042928,0.0,-0.018925964832308684,19
75.2,[-0.354 -1.     0.063 -0.624  0.118 -0.828 -0.11 ],0.6388258934020996,-10.213802298354086,rl_0,4.523600931760579,0.0,0.0,21
75.6,[-0.316 -1.     0.066 -0.593  0.164 -0.804 -0.109],0.6620968580245972,-9.945714885291462,rl_0,4.788439674970418,0.0,0.08604049682617299,23
76.0,[-0.278 -1.     0.066 -0.551  0.21  -0.78  -0.107],0.7575181722640991,-4.212995152634154,rl_0,5.053278418180256,0.0,0.0,25
