sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
51.6,[-0.726 -1.     0.    -0.952  0.106 -0.58  -0.043],0.7330015897750854,-12.86654276807759,rl_0,1.9173997685234534,0.0,0.0,3
52.0,[-0.726 -1.     0.    -0.928  0.107 -0.58  -0.043],0.7406014800071716,-12.86654276807759,rl_0,1.9173997685234534,0.0,0.0,5
52.4,[-0.684 -1.     0.074 -0.911  0.041 -0.58  -0.043],0.7440904378890991,-13.25567988592023,rl_0,2.215035943679093,0.0,1.8602260947227471,7
52.8,[-0.641 -1.     0.074 -0.91  -0.025 -0.58  -0.043],0.7433150410652161,-12.175559840422842,rl_0,2.512361960105179,0.0,-0.0019384920597081967,9
53.2,[-0.665 -1.    -0.041 -0.914 -0.016 -0.58  -0.043],0.7517813444137573,-14.09904632754405,rl_0,2.346507157435698,0.0,-2.8948801193472953,11
53.6,[-0.688 -1.    -0.041 -0.917 -0.007 -0.58  -0.043],0.6961849331855774,-12.690201071646847,rl_0,2.180652354766217,0.0,0.0,13
54.0,[-0.697 -1.    -0.014 -0.92  -0.024 -0.978 -0.074],0.7022954225540161,-12.646922009342594,rl_0,2.12375346380625,0.0,0.6809744481844626,15
54.4,[-0.705 -1.    -0.014 -0.927 -0.04  -0.962 -0.075],0.7424806356430054,-12.423359326416964,rl_0,2.066854572846283,0.0,0.0,17
54.8,[-0.735 -1.    -0.053 -0.935 -0.029 -0.946 -0.066],0.40148088335990906,-12.902414000856606,rl_0,1.8535971975145102,0.0,-0.9772405273237861,19
55.2,[-0.766 -1.    -0.053 -0.94  -0.018 -0.934 -0.037],-0.2479519248008728,-13.039580787959416,rl_0,1.6403398221827374,0.0,0.0,21
55.6,[-0.782 -1.    -0.028 -0.951 -0.079 -0.929 -0.015],-0.2641621232032776,-12.573356869072343,rl_0,1.5285782230937972,0.0,0.6343486015177036,23
56.0,[-0.855 -1.    -0.128 -0.97  -0.073 -0.93   0.025],-1.2808568477630615,-14.066174611394388,rl_0,1.0162354839885726,0.0,-2.503632125101777,25
56.4,[-0.936 -1.    -0.142 -0.982 -0.032 -0.94   0.07 ],-1.419947624206543,-13.581834228399469,rl_0,0.4482564343059553,0.0,-0.3477269411087036,27
56.8,[-1.    -1.    -0.112 -0.984  0.001 -0.958  0.081],-1.4076743125915527,-26.930162323124225,rl_0,0.0,0.4,0.7482663461041372,29
57.2,[-0.964 -1.     0.064 -0.987 -0.018 -0.972  0.043],-1.4362283945083618,-17.74274200935907,rl_0,0.25506419268530556,0.0,4.395753918695379,31
57.6,[-0.929 -1.     0.061 -0.993 -0.036 -0.978  0.009],-1.473996639251709,-13.033302474013057,rl_0,0.5,0.0,-0.06330240856631947,33
58.0,[-0.967 -1.    -0.068 -0.998 -0.016 -0.98   0.012],-1.4856128692626953,-15.140970075493708,rl_0,0.22914825811249517,0.0,-3.2236721825137447,35
58.4,[-1.    -1.    -0.057 -1.     0.    -0.985  0.03 ],-1.4167436361312866,-26.83176916629879,rl_0,0.0,0.4,0.26064677359381033,37
58.8,[-1.    -1.     0.    -1.     0.    -0.992  0.032],-1.4273037910461426,-27.228407788462995,rl_0,0.0,0.8,1.4321766132030946,39
59.2,[-1.    -1.     0.    -1.     0.    -0.997  0.016],-1.4268087148666382,-26.81818181818182,rl_0,0.0,1.2,0.0,41
59.6,[-1.    -1.     0.    -1.     0.    -0.999  0.   ],-1.4273409843444824,-26.81818181818182,rl_0,0.0,1.6,0.0,43
60.0,[-1.    -1.     0.    -1.     0.    -0.999  0.001],-1.4276617765426636,-26.81818181818182,rl_0,0.0,2.0,0.0,45
60.4,[-1.    -1.     0.    -1.     0.    -1.     0.003],-1.4276509284973145,-26.81818181818182,rl_0,0.0,2.4,0.0,47
60.8,[-1. -1.  0. -1.  0. -1.  0.],-1.4276551008224487,-26.81818181818182,rl_0,0.0,2.8,0.0,49
61.2,[-1. -1.  0. -1.  0. -1.  0.],-1.4277018308639526,-26.81818181818182,rl_0,0.0,3.2,0.0,51
61.6,[-1. -1.  0. -1.  0. -1.  0.],-1.4277065992355347,-26.81818181818182,rl_0,0.0,3.6,0.0,53
62.0,[-1. -1.  0. -1.  0. -1.  0.],-1.4277065992355347,-26.81818181818182,rl_0,0.0,4.0,0.0,55
