sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
80.8,[-0.566 -1.     0.022 -0.936  0.144  0.087  0.164],0.7367821335792542,-11.78093729648241,rl_0,3.0410265387625075,0.0,0.5389158672656713,3
81.2,[-0.553 -1.     0.022 -0.903  0.152  0.087  0.164],0.7044051289558411,-11.635084935700998,rl_0,3.127253077525015,0.0,0.0,5
81.6,[-0.514 -1.     0.068 -0.866  0.18   0.087  0.164],0.6783510446548462,-11.626611248822186,rl_0,3.398593495386953,0.0,1.156961744371443,7
82.0,[-0.487 -1.     0.049 -0.822  0.213  0.087  0.164],0.4889909327030182,-11.204631552774739,rl_0,3.5941898684681606,0.0,-0.47340027987956834,9
82.4,[-0.455 -1.     0.055 -0.782  0.144 -0.955 -0.094],0.5488553047180176,-10.940827149651756,rl_0,3.8137319903553677,0.0,0.14966093003749847,11
82.8,[-0.424 -1.     0.055 -0.757  0.076 -0.93  -0.136],0.6893573999404907,-10.71288495393491,rl_0,4.033274112242575,0.0,0.0,13
83.2,[-0.387 -1.     0.065 -0.741  0.065 -0.894 -0.18 ],0.6485428214073181,-10.461257377877246,rl_0,4.292691240805502,0.0,0.2492187917232519,15
83.6,[-0.35  -1.     0.065 -0.728  0.054 -0.859 -0.136],0.6528314352035522,-10.18478579936038,rl_0,4.55210836936843,0.0,0.0,17
84.0,[-0.311 -1.     0.067 -0.718  0.039 -0.833 -0.092],0.670654833316803,-9.912344650705467,rl_0,4.820370302695151,0.0,0.05528002977371327,19
84.4,[-0.273 -1.     0.067 -0.711  0.024 -0.811 -0.107],0.6930842995643616,-9.638681149373841,rl_0,5.088632236021873,0.0,0.0,21
84.8,[-0.232 -1.     0.072 -0.701  0.067 -0.785 -0.124],0.7158692479133606,-3.540403804519549,rl_0,5.374979935187217,0.0,0.11303603649139293,23
85.2,[-0.191 -1.     0.072 -0.681  0.11  -0.761 -0.086],0.7299966812133789,-2.936897754923498,rl_0,5.661327634352562,0.0,0.0,25
85.6,[-0.146 -1.     0.079 -0.657  0.102 -0.746 -0.051],0.7920926809310913,-2.2792223783910366,rl_0,5.978164706724998,0.0,0.19055858254432567,27
86.0,[-0.101 -1.     0.079 -0.635  0.094  0.043  0.19 ],0.7987872958183289,-8.410769293029073,rl_0,6.295001779097435,0.0,0.0,29
86.4,[-0.091 -0.943  0.018 -0.611  0.12   0.004  0.166],0.1746906340122223,-8.821126858605751,rl_0,6.3648780327023236,0.0,-1.5435051172971725,31
86.8,[-0.081 -0.886  0.018 -0.581  0.147 -0.721 -0.044],0.455697625875473,-8.313521205333405,rl_0,6.4347542863072125,0.0,0.0,33
87.2,[-0.026 -1.     0.095 -0.553  0.105 -0.706 -0.089],0.951727032661438,-8.680764298067713,rl_0,6.815445099371788,0.0,1.9425909966230392,35
87.6,[ 0.016 -1.     0.074 -0.534  0.068 -0.684 -0.107],0.7430818676948547,-7.677907873411116,rl_0,7.11267784644973,0.0,-0.5216129124164581,37
88.0,[ 0.046 -1.057  0.052 -0.528 -0.015 -0.659 -0.118],0.5157997012138367,-7.599318801089275,rl_0,7.318997726935264,0.0,-0.5682054162025441,39
88.4,[ 0.06  -1.057  0.024 -0.54  -0.091 -0.631 -0.131],0.24484795331954956,-7.347609731050008,rl_0,7.416936908263084,0.0,-0.67737936973572,41
88.8,[ 0.079 -1.057  0.035 -0.561 -0.095 -0.6   -0.147],0.3463402986526489,-7.106594168828356,rl_0,7.555473027724144,0.0,0.25373086333275174,43
89.2,[ 0.086 -1.057  0.012 -0.582 -0.092 -0.576 -0.063],0.12098711729049683,-7.104045166458007,rl_0,7.6038678746403425,0.0,-0.5633829534053836,45
89.6,[ 0.084 -1.    -0.005 -0.609 -0.151 -0.572  0.027],0.22728747129440308,-6.95871271906079,rl_0,7.585337651997002,0.0,-0.41828168474711824,47
