sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
70.8,[-0.658 -1.     0.    -0.943  0.146 -1.     0.   ],0.7628688812255859,-12.37967894258675,rl_0,2.3957221233916464,0.0,0.0,3
71.2,[-0.658 -1.     0.    -0.905  0.194 -1.     0.   ],0.7294281721115112,-12.37967894258675,rl_0,2.3957221233916464,0.0,0.0,5
71.6,[-0.619 -1.     0.068 -0.858  0.224 -1.     0.   ],0.6769230961799622,-12.676855636819383,rl_0,2.6664913618636312,0.0,1.6923077404499054,7
72.0,[-0.58  -1.     0.068 -0.809  0.217 -1.     0.   ],0.7517439723014832,-11.828470135697353,rl_0,2.937260600335616,0.0,0.0,9
72.4,[-0.537 -1.     0.076 -0.761  0.208 -1.     0.   ],0.7569077014923096,-11.528297492877055,rl_0,3.24002368093254,0.0,0.19996151328086909,11
72.8,[-0.495 -1.     0.073 -0.719  0.171 -0.954 -0.087],0.7351251244544983,-11.221592728818447,rl_0,3.5340737307143395,0.0,-0.05445644259452764,13
73.2,[-0.457 -1.     0.068 -0.684  0.136 -0.932 -0.118],0.6753078699111938,-10.95052548231011,rl_0,3.804196878678817,0.0,-0.14954313635826277,15
73.6,[-0.42  -1.     0.064 -0.656  0.116 -0.902 -0.148],0.6404269337654114,-10.686828450412255,rl_0,4.060367652184982,0.0,-0.0872023403644534,17
74.0,[-0.384 -1.     0.062 -0.633  0.096 -0.872 -0.122],0.6236908435821533,-10.43172644964265,rl_0,4.3098439896178435,0.0,-0.04184022545814514,19
74.4,[-0.349 -1.     0.062 -0.611  0.094 -0.847 -0.096],0.6250789165496826,-10.177445056719492,rl_0,4.559320327050705,0.0,0.0,21
74.8,[-0.312 -1.     0.064 -0.59   0.092 -0.825 -0.103],0.6433806419372559,-9.915981834129834,rl_0,4.816672583825608,0.0,0.04922449588775635,23
75.2,[-0.275 -1.     0.064 -0.562  0.158 -0.801 -0.109],0.665882408618927,-4.169455164491497,rl_0,5.074024840600511,0.0,0.0,25
75.6,[-0.23  -1.     0.078 -0.52   0.22  -0.775 -0.127],0.7828806638717651,-3.536575803629516,rl_0,5.387177106149217,0.0,0.3487500548362721,27
76.0,[-0.186 -1.     0.078 -0.466  0.265 -0.744 -0.144],0.9888135194778442,-2.8550458024682115,rl_0,5.700329371697923,0.0,0.0,29
76.4,[-0.121 -1.     0.113 -0.402  0.302 -0.717 -0.099],1.130933403968811,-2.0570872417261175,rl_0,6.152702733285447,0.0,0.8701318502426114,31
76.8,[-0.056 -1.     0.113 -0.335  0.302 -0.397 -0.087],1.2887558937072754,-8.095157935900401,rl_0,6.605076094872971,0.0,0.0,33
77.2,[ 0.01  -1.     0.116 -0.267  0.301 -0.368 -0.175],1.156346082687378,-7.625167143248678,rl_0,7.0676145279479226,0.0,0.06353169679642057,35
77.6,[ 0.067 -1.     0.101 -0.205  0.257 -0.677 -0.046],1.008652687072754,-7.240960824954713,rl_0,7.471075602777024,0.0,-0.3692334890365634,36
78.0,[ 0.137 -1.     0.122 -0.153  0.208 -0.659 -0.114],1.2188246250152588,-6.772673715257843,rl_0,7.958605452783127,0.0,0.5254298448562622,36
78.4,[ 0.189 -1.     0.092 -0.113  0.145 -0.627 -0.173],0.9187462329864502,-6.455956246300611,rl_0,8.326103945977707,0.0,-0.7501959800720215,36
78.8,[ 0.218 -1.     0.05  -0.086  0.095 -0.584 -0.205],0.4979851245880127,-6.361946246083814,rl_0,8.525297995812911,0.0,-1.0519027709960938,36
79.2,[ 0.227 -1.     0.016 -0.063  0.111 -0.536 -0.227],0.1650049090385437,-6.212060567983629,rl_0,8.591299959428328,0.0,-0.8324505388736747,36
79.6,[ 0.24  -1.     0.023 -0.037  0.126 -0.491 -0.171],0.22819927334785461,-5.985547993501218,rl_0,8.68257966876747,0.0,0.15798591077328394,36
80.0,[ 0.253 -1.     0.023 -0.018  0.042 -0.459 -0.115],0.31407594680786133,-5.8876463797518745,rl_0,8.773859378106613,0.0,0.0,36
80.4,[ 0.244 -1.    -0.016 -0.017 -0.031 -0.437 -0.078],-0.16191315650939941,-6.2909366517258665,rl_0,8.709094115502852,0.0,-0.9752810746431417,36
