sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
66.8,[-0.745 -1.     0.    -0.955  0.11  -0.252 -0.043],0.7470192313194275,-12.99776175638158,rl_0,1.7884828677335671,0.0,1.3877787807814457e-15,3
67.2,[-0.745 -1.     0.    -0.937  0.051 -0.252 -0.043],0.7569698691368103,-12.99776175638158,rl_0,1.7884828677335673,0.0,0.0,5
67.6,[-0.73  -1.     0.025 -0.933 -0.016 -0.252 -0.043],0.7226770520210266,-12.92017227584903,rl_0,1.888541777491669,0.0,0.6253681859881344,7
68.0,[-0.716 -1.     0.025 -0.944 -0.076 -0.252 -0.043],0.7101490497589111,-12.116144846985243,rl_0,1.9886006872497708,0.0,0.0,9
68.4,[-0.78  -1.    -0.113 -0.963 -0.096 -0.252 -0.043],0.7753790616989136,-14.612122362312853,rl_0,1.5384837800274502,0.0,-3.4385988561276393,11
68.8,[-0.845 -1.    -0.113 -0.981 -0.065 -0.252 -0.043],-0.17178291082382202,-12.579093403714936,rl_0,1.0883668728051297,0.0,0.0,13
69.2,[-0.915 -1.    -0.124 -0.992 -0.03  -0.252 -0.043],-0.5419085025787354,-13.079633245500192,rl_0,0.5934331106727985,0.0,-0.28010534318756664,15
69.6,[-0.986 -1.    -0.124 -0.996 -0.006 -0.252 -0.043],-1.5500319004058838,-14.252333946542846,rl_0,0.09849934854046727,0.4,0.0,17
70.0,[-0.985 -1.     0.001 -0.997 -0.007 -0.252 -0.043],-1.507002353668213,-15.656932300948657,rl_0,0.10308385637063669,0.0,3.1219891872656285,19
70.4,[-0.985 -1.     0.001 -0.999 -0.008 -0.252 -0.043],-1.3178684711456299,-13.307609910482467,rl_0,0.10766836420080611,0.0,0.0,21
70.8,[-0.997 -1.    -0.021 -1.    -0.002 -0.252 -0.043],-1.32570219039917,-22.45834211463614,rl_0,0.022988966631238852,0.4,-0.5578994087483542,23
71.2,[-1.    -1.    -0.006 -1.     0.    -0.252 -0.043],-1.5290288925170898,-26.847913921848665,rl_0,0.0,0.8,0.38556519336455247,25
71.6,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4907476902008057,-26.822310666515975,rl_0,0.0,1.2,0.14368104144524282,27
72.0,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,1.6,0.0,29
72.4,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,2.0,0.0,31
72.8,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,2.4,0.0,33
73.2,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,2.8,0.0,35
73.6,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,3.2,0.0,37
74.0,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,3.6,0.0,39
74.4,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,4.0,0.0,41
74.8,[-1.    -1.     0.    -1.     0.    -0.252 -0.043],-1.4626408815383911,-26.81818181818182,rl_0,0.0,4.4,0.0,43
