sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
77.6,[-0.926 -1.     0.072 -0.862  0.288  0.017  0.19 ],0.7182457447052002,-14.934049380785753,rl_0,0.5196982978820801,0.0,1.7956143617630005,3
78.0,[-0.886 -1.     0.069 -0.801  0.249  0.017  0.19 ],0.6888874173164368,-14.0098049914497,rl_0,0.7952532648086548,0.0,-0.07339581847190885,5
78.4,[-0.844 -1.     0.073 -0.755  0.167  0.017  0.19 ],0.7336068153381348,-13.712544608098906,rl_0,1.0886959909439087,0.0,0.11179849505424527,7
78.8,[-0.803 -1.     0.073 -0.727  0.084  0.017  0.19 ],0.7460632920265198,-13.411362052583385,rl_0,1.3821387170791626,0.0,0.0,9
79.2,[-0.76  -1.     0.074 -0.715  0.023  0.017  0.19 ],0.7392466068267822,-13.110422836006812,rl_0,1.6778373598098755,0.0,0.014099478721618652,11
79.6,[-0.718 -1.     0.074 -0.716 -0.038  0.017  0.19 ],0.7368313074111938,-12.851915473880014,rl_0,1.972569882774353,0.0,-0.006038248538971225,13
80.0,[-0.675 -1.     0.075 -0.734 -0.119  0.017  0.19 ],0.7507874965667725,-12.28499131278399,rl_0,2.272884881401062,0.0,0.03489047288894598,15
80.4,[-0.632 -1.     0.075 -0.769 -0.184  0.017  0.19 ],0.7565215229988098,-11.763723407807571,rl_0,2.5731998800277704,0.0,-1.3877787807814457e-15,17
80.8,[-0.591 -1.     0.072 -0.812 -0.2   -0.999 -0.121],0.717799186706543,-11.341760743402315,rl_0,2.8603195547103875,0.0,-0.08247077465057262,19
81.2,[-0.551 -1.     0.071 -0.859 -0.216 -0.968 -0.151],0.7060649394989014,-10.8767896643053,rl_0,3.142745530509948,0.0,-0.02933561801910234,21
81.6,[-0.603 -1.    -0.09  -0.906 -0.199 -0.936 -0.135],0.709425687789917,-14.326906241139891,rl_0,2.7808788826264146,0.0,-4.026828898019338,23
82.0,[-0.654 -1.    -0.09  -0.948 -0.173 -0.913 -0.074],-0.5072369575500488,-11.237680587472957,rl_0,2.419012234742881,0.0,0.0,25
82.4,[-0.783 -1.    -0.225 -0.979 -0.109 -0.907  0.025],-0.6771900653839111,-14.205083615486863,rl_0,1.5207754287499218,0.0,-3.352313488183911,27
82.8,[-0.911 -1.    -0.225 -0.997 -0.044 -0.92   0.085],-1.443983554840088,-12.608125830434531,rl_0,0.6225386227569625,0.0,0.0,29
83.2,[-1.    -1.    -0.156 -1.     0.    -0.945  0.125],-1.4311635494232178,-27.41200594505392,rl_0,0.0,0.4,1.72311364522498,31
83.6,[-1.    -1.     0.    -1.     0.    -0.968  0.086],-1.4616081714630127,-29.845950074620376,rl_0,0.0,0.8,3.890866392231015,33
84.0,[-1.    -1.     0.    -1.     0.    -0.984  0.048],-1.4247198104858398,-26.81818181818182,rl_0,0.0,1.2,0.0,35
84.4,[-1.    -1.     0.    -1.     0.    -0.992  0.028],-1.426128625869751,-26.81818181818182,rl_0,0.0,1.6,0.0,37
84.8,[-1.    -1.     0.    -1.     0.    -0.996  0.009],-1.426880955696106,-26.81818181818182,rl_0,0.0,2.0,0.0,39
85.2,[-1.    -1.     0.    -1.     0.    -0.998  0.006],-1.4273860454559326,-26.81818181818182,rl_0,0.0,2.4,0.0,41
85.6,[-1.    -1.     0.    -1.     0.    -0.999  0.003],-1.4275212287902832,-26.81818181818182,rl_0,0.0,2.8,0.0,43
86.0,[-1.    -1.     0.    -1.     0.    -1.     0.002],-1.4276204109191895,-26.81818181818182,rl_0,0.0,3.2,0.0,45
86.4,[-1. -1.  0. -1.  0. -1.  0.],-1.4276676177978516,-26.81818181818182,rl_0,0.0,3.6,0.0,47
86.8,[-1. -1.  0. -1.  0. -1.  0.],-1.4276998043060303,-26.81818181818182,rl_0,0.0,4.0,0.0,49
