sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
48.0,[-0.824 -1.     0.    -0.954  0.132 -0.531 -0.053],0.7946257591247559,-13.563159951648824,rl_0,1.233003939049957,0.0,0.0,3
48.4,[-0.824 -1.     0.    -0.918  0.183 -0.531 -0.053],0.7212511897087097,-13.563159951648824,rl_0,1.233003939049957,0.0,0.0,5
48.8,[-0.784 -1.     0.069 -0.869  0.26  -0.531 -0.053],0.6941616535186768,-13.882862494235951,rl_0,1.5106686004574277,0.0,1.735404133796692,7
49.2,[-0.745 -1.     0.069 -0.802  0.337 -0.531 -0.053],0.7264503240585327,-12.997914033783616,rl_0,1.7883332618648984,0.0,0.0,9
49.6,[-0.706 -1.     0.067 -0.726  0.338 -0.531 -0.053],0.6677091717720032,-12.726935681086072,rl_0,2.0554169305736996,0.0,-0.06613120436668452,11
50.0,[-0.67  -1.     0.063 -0.651  0.339 -0.531 -0.053],0.6302083134651184,-12.471234093475697,rl_0,2.307500255959747,0.0,-0.09375214576721191,13
50.4,[-0.635 -1.     0.063 -0.576  0.324 -0.531 -0.053],0.6261828541755676,-12.21455057956871,rl_0,2.557973397629974,0.0,-0.010063648223876398,15
50.8,[-0.599 -1.     0.063 -0.506  0.308 -0.985 -0.102],0.648613452911377,-11.959584447822685,rl_0,2.808446539300201,0.0,0.0,16
51.2,[-0.558 -1.     0.072 -0.441  0.267 -0.958 -0.134],0.7219017744064331,-11.677119936427056,rl_0,3.097207249062774,0.0,0.23929730057716259,16
51.6,[-0.519 -1.     0.067 -0.386  0.227 -0.925 -0.165],0.666715145111084,-11.398025942799638,rl_0,3.3638933071072077,0.0,-0.13796657323837114,16
52.0,[-0.484 -1.     0.063 -0.33   0.27  -0.891 -0.139],0.6273409724235535,-11.140739498661642,rl_0,3.614829696076629,0.0,-0.09843543171882685,16
52.4,[-0.448 -1.     0.062 -0.265  0.313 -0.863 -0.112],0.6165795922279358,-10.887910374112089,rl_0,3.8614615329678035,0.0,-0.026903450489043634,16
52.8,[-0.412 -1.     0.064 -0.19   0.351 -0.839 -0.097],0.6403945088386536,-10.627742502771751,rl_0,4.117619336503265,0.0,0.05953729152679277,16
53.2,[-0.375 -1.     0.064 -0.107  0.389 -0.819 -0.082],0.6938499212265015,-10.366301514928114,rl_0,4.373777140038726,0.0,0.0,16
53.6,[-0.331 -1.     0.078 -0.014  0.447 -0.8   -0.088],0.7796882390975952,-5.008775864612021,rl_0,4.685652435677764,0.0,0.34823432564735635,16
54.0,[-0.286 -1.     0.078  0.093  0.504 -0.78  -0.093],0.9382886290550232,-4.32999769870252,rl_0,4.9975277313168025,0.0,0.0,16
54.4,[-0.224 -1.     0.108  0.209  0.535 -0.755 -0.124],1.0799798965454102,-3.5361060311363097,rl_0,5.429519689934967,0.0,0.7507291436195385,16
54.8,[-0.163 -1.     0.108  0.332  0.567 -0.724 -0.156],1.2811295986175537,-2.5167766647382077,rl_0,5.861511648553131,0.0,0.0,16
55.2,[-0.087 -1.     0.133  0.453  0.509  0.144  0.232],1.3469337224960327,-8.388246153822504,rl_0,6.392785,0.0,0.6205087051794012,16
55.6,[-0.018 -1.     0.12   0.561  0.455  0.105  0.113],1.2043074369430542,-7.840096333583492,rl_0,6.874507974777222,0.0,-0.30968985418529105,16
56.0,[ 0.044 -1.     0.108  0.65   0.338  0.093 -0.002],1.0766856670379639,-7.4029090388959675,rl_0,7.305182241592408,0.0,-0.31905442476272694,16
56.4,[ 0.09  -1.     0.081  0.713  0.229  0.095 -0.015],0.8145735263824463,-7.136780568668323,rl_0,7.631011652145387,0.0,-0.6552803516387928,16
56.8,[ 0.11  -1.     0.035  0.754  0.133  0.098 -0.014],0.35321107506752014,-7.173163873896205,rl_0,7.772296082172395,0.0,-1.1534061282873154,16
