sim_time,state,agent_action,agent_reard,agent_id,agent_speed,agent_waiting,agent_jeck,agent_collision
40.4,[-0.637 -1.     0.    -0.945  0.162 -1.     0.   ],0.7508721351623535,-12.231355972769776,rl_0,2.54144293584341,0.0,0.0,3
40.8,[-0.637 -1.     0.    -0.907  0.182 -1.     0.   ],0.6934182643890381,-12.231355972769776,rl_0,2.54144293584341,0.0,0.0,5
41.2,[-0.598 -1.     0.068 -0.866  0.182 -1.     0.   ],0.6828777194023132,-12.53622966158325,rl_0,2.814594023604335,0.0,1.707194298505782,7
41.6,[-0.559 -1.     0.068 -0.824  0.19  -1.     0.   ],0.7588642835617065,-11.675298401256464,rl_0,3.08774511136526,0.0,0.0,9
42.0,[-0.516 -1.     0.076 -0.781  0.195 -0.997 -0.129],0.7573502063751221,-11.373881363520058,rl_0,3.390685193915309,0.0,0.18618121743202432,11
42.4,[-0.475 -1.     0.071 -0.741  0.163 -0.964 -0.164],0.7145219445228577,-11.078328993407464,rl_0,3.6764939717244522,0.0,-0.10707065463066157,13
42.8,[-0.436 -1.     0.067 -0.708  0.132 -0.924 -0.197],0.6725767850875854,-10.804400579962403,rl_0,3.9455246857594863,0.0,-0.10486289858818165,15
43.2,[-0.4   -1.     0.064 -0.679  0.131 -0.884 -0.159],0.6436470746994019,-10.541191185656515,rl_0,4.202983515639247,0.0,-0.07232427597045621,17
43.6,[-0.428 -1.    -0.05  -0.646  0.163 -0.856 -0.089],0.6463685631752014,-12.383259685772458,rl_0,4.002416514852162,0.0,-2.862661441667791,19
44.0,[-0.457 -1.    -0.05  -0.601  0.237 -0.84  -0.05 ],0.5709999203681946,-10.948442134222724,rl_0,3.8018495140650765,0.0,0.0,21
44.4,[-0.628 -1.    -0.3   -0.531  0.383 -0.841  0.06 ],0.6007723212242126,-19.973513829992875,rl_0,2.6018495140650764,0.0,-6.246456245080717,22
44.8,[-0.8   -1.    -0.3   -0.43   0.519 -0.859  0.101],0.6815940141677856,-13.391299277079865,rl_0,1.4018495140650762,0.0,0.0,22
45.2,[-0.762 -1.     0.065 -0.311  0.55  -0.875  0.037],0.6549767255783081,-28.02489135446789,rl_0,1.6638402042963993,0.0,9.13744181394577,22
45.6,[-0.725 -1.     0.065 -0.185  0.574 -0.881  0.016],0.6684920787811279,-10.776489587398308,rl_0,1.9258308945277225,0.0,0.0,22
46.0,[-0.685 -1.     0.07  -0.053  0.598 -0.882 -0.006],0.6974325180053711,-10.193269162925656,rl_0,2.204803901729871,0.0,0.10613948106765747,22
46.4,[-0.645 -1.     0.07   0.071  0.512 -0.879 -0.023],0.7359253168106079,-9.605542502676476,rl_0,2.483776908932019,0.0,0.0,22
46.8,[-0.605 -1.     0.07   0.176  0.426 -0.871 -0.041],0.7012436985969543,-9.016887745645903,rl_0,2.7642743883708008,0.0,0.009527951478957575,22
47.2,[-0.569 -1.     0.064  0.266  0.373 -0.864 -0.03 ],0.6400308609008789,-8.48426676938612,rl_0,3.0202867327311522,0.0,-0.15303209424018804,22
47.6,[-0.533 -1.     0.062  0.343  0.32  -0.858 -0.017],0.6165679693222046,-7.962680943954127,rl_0,3.266913920460034,0.0,-0.05865722894668468,22
48.0,[-0.499 -1.     0.06   0.414  0.316 -0.845 -0.1  ],0.6051467061042786,-7.454153476906288,rl_0,3.5089726029017454,0.0,-0.02855315804481673,22
