sim_time,agent_id,agent_speed,agent_acc,agent_jeck,agent_collision
1.2,rl_0,0.0,-0.1652674674987793,-0.6368749999999999,0
1.6,rl_0,0.0,1.0745043754577637,0.6368749999999999,0
2.0,rl_0,1.5419991714507342,2.328441858291626,9.637494821567088,0
2.4,rl_0,2.8840796453505755,1.3420804738998413,-1.2494918596930804,0
2.8,rl_0,4.484079645350576,2.7238340377807617,1.611997038125994,0
3.2,rl_0,5.194879637435079,0.7107999920845032,-5.557500049471857,0
3.6,rl_0,5.939821598953896,1.139481544494629,0.2133873089644578,0
4.0,rl_0,6.684763560472712,1.1999387741088867,0.0,0
4.4,rl_0,7.057381332759697,3.0543861389160156,-2.327026182698949,0
4.8,rl_0,7.429999105046681,2.3077306747436523,0.0,0
5.2,rl_0,6.029999105046681,-1.644011378288269,-11.078861076793656,0
5.6,rl_0,4.62999910504668,2.05810546875,0.0,0
6.0,rl_0,6.22999910504668,2.7904913425445557,18.75,0
6.4,rl_0,6.79,2.170475721359253,-6.499994406541748,0
6.8,rl_0,7.163503088951111,0.37350308895111084,-1.165611287513807,0
7.2,rl_0,7.537006177902222,2.41970157623291,0.0,0
7.6,rl_0,9.137006177902222,1.6731994152069092,7.665605694055559,0
8.0,rl_0,10.652068271636963,1.5150620937347412,-0.5308619141578697,0
8.4,rl_0,11.559809937477112,0.9077416658401489,-3.795752674341202,0
8.8,rl_0,12.467551603317261,2.219855308532715,0.0,0
9.2,rl_0,12.81421042919159,0.3466588258743286,-3.506767749786377,0
9.6,rl_0,13.160869255065919,1.1403248310089111,0.0,0
10.0,rl_0,13.89,2.3563685417175293,2.390449494123459,0
10.4,rl_0,13.89,1.563371181488037,-4.557067155838013,0
10.8,rl_0,13.222664824916226,2.32778263092041,-4.170844844273591,0
11.2,rl_0,12.555329649832451,0.7865712642669678,0.0,0
11.6,rl_0,11.155329649832451,0.3673247694969177,-4.5791551557264105,0
12.0,rl_0,9.75532964983245,-0.33638763427734375,0.0,0
12.4,rl_0,8.389792324916225,-0.9954725503921509,0.21539171927359435,0
12.8,rl_0,7.024255,1.2498533725738525,0.0,0
13.2,rl_0,6.400985442047119,-0.6232695579528809,4.6391735435209025,0
13.6,rl_0,5.777715884094238,2.3695945739746094,0.0,0
14.0,rl_0,6.5051530226516725,0.7274371385574341,8.441916853189468,0
14.4,rl_0,6.79,1.2505295276641846,-2.7661885075569157,0
14.8,rl_0,7.246942021846771,0.45694202184677124,1.0755940281152732,0
15.2,rl_0,7.7038840436935425,1.442139983177185,0.0,0
15.6,rl_0,9.303884043693543,2.2906904220581055,7.1441123634576815,0
16.0,rl_0,9.413299932479859,0.10941588878631592,-9.316150695085527,0
16.4,rl_0,10.433479681015015,1.0201797485351562,5.692274123430252,0
16.8,rl_0,10.433479681015015,0.7176207900047302,5.692274123430252,0
