sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
6.0,rl_0,3.12282436624191,-0.5324668884277344,-3.32791805267334,3
6.4,rl_0,2.590357477814176,-0.4659748375415802,0.0,4
6.8,rl_0,2.137199218422391,-0.45315825939178467,0.49567893147468567,5
7.2,rl_0,1.6840409590306065,-0.29365119338035583,0.0,6
7.6,rl_0,1.6008214829864285,-0.08321947604417801,2.3121173959225416,7
8.0,rl_0,1.5176020069422504,0.012548523023724556,0.0,8
8.4,rl_0,1.6605910612644932,0.14298905432224274,1.4138033147901297,9
8.8,rl_0,1.803580115586736,1.1228262186050415,0.0,9
9.2,rl_0,2.8217305643858692,1.0181504487991333,5.469758715480566,9
9.6,rl_0,3.8125134213270924,0.9907828569412231,-0.17104744911193848,9
10.0,rl_0,4.153606740568511,0.972366988658905,-4.060559610623776,9
10.4,rl_0,4.49470005980993,0.925273060798645,0.0,9
10.8,rl_0,3.294700059809932,0.9050941467285156,-9.631833245258857,9
11.2,rl_0,2.0947000598099335,0.8849091529846191,0.0,9
11.6,rl_0,0.894700059809934,0.8804965615272522,-6.661338147750939e-15,9
12.0,rl_0,0.0,0.8806071281433105,1.9081246261879103,10
12.4,rl_0,0.0,0.974222719669342,5.591875373812086,11
12.8,rl_0,0.0,1.0104542970657349,0.0,12
13.2,rl_0,0.0,1.001072645187378,0.0,13
13.6,rl_0,0.0,0.9297668933868408,0.0,13
14.0,rl_0,0.0,0.8890829682350159,0.0,14
14.4,rl_0,0.0,1.0057357549667358,0.0,15
14.8,rl_0,0.0,0.9892736077308655,0.0,16
15.2,rl_0,0.0,0.9790436625480652,0.0,17
15.6,rl_0,0.0,0.9379055500030518,0.0,18
16.0,rl_0,0.0,0.8977278470993042,0.0,19
16.4,rl_0,0.0,1.0220478773117065,0.0,20
16.8,rl_0,0.0,1.025217056274414,0.0,21
17.2,rl_0,0.0,0.9756592512130737,0.0,22
17.6,rl_0,0.0,0.9013497233390808,0.0,22
18.0,rl_0,0.0,0.8809605240821838,0.0,22
18.4,rl_0,0.0,0.8861533403396606,0.0,22
18.8,rl_0,1.4877690521627664,0.8891441226005554,9.298556576017289,22
19.2,rl_0,2.378253325596452,0.8904842734336853,-3.733029867056755,22
19.6,rl_0,3.282182380333543,0.9039290547370911,0.0840298831462849,22
20.0,rl_0,4.186111435070634,0.9144022464752197,0.0,22
20.4,rl_0,5.0979927626997235,0.9118813276290894,0.04970170557498932,22
20.8,rl_0,5.999858245030046,0.9018654823303223,-0.06259903311729431,22
21.2,rl_0,6.79,0.8856493234634399,-0.6982732960022997,22
21.6,rl_0,7.580141754969954,0.8819151520729065,0.0,22
22.0,rl_0,8.461182745322585,0.8810409903526306,0.5681202211417269,22
22.4,rl_0,9.341628702506423,0.8804459571838379,-0.003718957304954529,22
22.8,rl_0,10.229188950881362,0.887560248374939,0.044464319944381714,22
23.2,rl_0,11.1167491992563,0.9437847137451172,0.0,22
23.6,rl_0,12.222731860503554,1.1059826612472534,1.3651400804519653,22
24.0,rl_0,13.328714521750808,1.4013500213623047,0.0,23
24.4,rl_0,13.304254570017005,1.6769649982452393,-7.065266331131603,24
24.8,rl_0,13.279794618283201,1.7996691465377808,0.0,25
25.2,rl_0,13.374899740903667,1.7224304676055908,0.7472817147141764,26
25.6,rl_0,13.470004863524132,1.6011391878128052,0.0,27
