sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
3.2,rl_0,5.154363546035688,-0.1420302391052246,-0.8876889944076538,3
3.6,rl_0,4.869667980335157,-0.284695565700531,-0.891658291220665,4
4.0,rl_0,4.771481964252393,-0.09818601608276367,1.1656846851110458,5
4.4,rl_0,4.6732959481696295,1.2988715171813965,0.0,6
4.8,rl_0,5.629742874718487,1.244687795639038,6.591455891447634,7
5.2,rl_0,6.586189801267345,1.1810424327850342,0.0,8
5.6,rl_0,6.6514092266176394,1.0364177227020264,-5.57017188249102,9
6.0,rl_0,6.716628651967934,0.9879798889160156,0.0,10
6.4,rl_0,6.79,0.9296025037765503,0.050949516761072955,11
6.8,rl_0,6.79,0.8987663388252258,-0.4585709252004133,12
7.2,rl_0,6.79,0.8856602907180786,0.0,13
7.6,rl_0,6.79,1.788148045539856,0.0,14
8.0,rl_0,8.39,1.701748251914978,10.000000000000002,15
8.4,rl_0,9.276962532997132,0.8869625329971313,-4.456484168767931,16
8.8,rl_0,10.15765114068985,0.8806886076927185,-0.03921203315258026,17
9.2,rl_0,11.038339748382569,0.9035134315490723,0.0,18
9.6,rl_0,12.005686177427659,1.0709928274154663,0.5416113834523228,19
10.0,rl_0,12.97303260647275,1.5061883926391602,0.0,20
10.4,rl_0,12.81954717940789,1.7973347902297974,-7.005199100687187,21
10.8,rl_0,12.66606175234303,1.7189706563949585,0.0,22
11.2,rl_0,12.403216360927964,1.4743123054504395,-0.6834997771887896,23
11.6,rl_0,12.140370969512897,1.2432217597961426,0.0,24
12.0,rl_0,11.557247261422143,1.1034719944000244,-2.0017394792230525,25
12.4,rl_0,10.974123553331388,1.2238881587982178,0.0,26
12.8,rl_0,9.774123553331389,1.5639984607696533,-3.8554768244327797,26
13.2,rl_0,8.57412355333139,1.6679184436798096,0.0,26
13.6,rl_0,7.799189276665695,1.2865118980407715,2.656660770839403,26
14.0,rl_0,7.024255,1.7031387090682983,0.0,26
14.4,rl_0,6.79,1.7485688924789429,3.3792454791605917,26
14.8,rl_0,6.555745,1.6700372695922852,0.0,26
15.2,rl_0,6.79,1.5934206247329712,2.9281875000000013,26
15.6,rl_0,7.024255,1.7934032678604126,0.0,26
16.0,rl_0,8.624255,1.756165623664856,8.535906249999996,26
16.4,rl_0,10.224255,1.732222318649292,0.0,26
16.8,rl_0,11.824254999999999,1.6213523149490356,0.0,26
17.2,rl_0,11.824254999999999,0.7157843112945557,0.0,26
