sim_time,agent_id,agent_speed,agent_acc,agent_jerk,agent_collision
0.8,rl_0,0.7314143365859985,0.6295143365859985,3.934464603662491,0
1.2,rl_0,1.3609286731719972,0.7417587041854858,5.551115123125783e-16,0
1.6,rl_0,2.2690357154846192,0.9081070423126221,1.7412044107913964,0
2.0,rl_0,3.1771427577972413,1.0473356246948242,0.0,0
2.4,rl_0,4.328241128349305,1.151098370552063,1.518695801496508,0
2.8,rl_0,5.479339498901368,1.210373878479004,-2.220446049250313e-15,0
3.2,rl_0,5.591693342092436,0.9826669692993164,-6.492153296006214,0
3.6,rl_0,5.704047185283505,0.9431486129760742,0.0,0
4.0,rl_0,6.442089205263029,0.9255783557891846,3.910551104927845,0
4.4,rl_0,7.180131225242553,0.8957154750823975,0.0,0
4.8,rl_0,7.1021931126212765,0.8808067440986633,-5.0998758287550015,0
5.2,rl_0,6.79,0.8805196285247803,-1.4640937500000006,0
5.6,rl_0,6.79,0.8801231384277344,1.951206953882978,0
6.0,rl_0,6.79,0.8801224231719971,0.0,0
6.4,rl_0,8.39,1.797864317893982,10.000000000000002,0
6.8,rl_0,9.270403399467469,0.8804033994674683,-4.497478753328325,0
7.2,rl_0,10.15144313812256,0.8810397386550903,0.0039771199226379395,0
7.6,rl_0,11.03248287677765,0.9151678681373596,0.0,0
8.0,rl_0,12.071252121925355,1.038769245147705,0.9858094155788422,0
8.4,rl_0,13.11002136707306,1.2729777097702026,0.0,0
8.8,rl_0,13.89,1.4877276420593262,-1.617441326379776,0
9.2,rl_0,13.89,1.6214940547943115,-4.874866455793381,0
9.6,rl_0,13.612107686401833,1.7231776714324951,-1.7368269599885466,0
10.0,rl_0,13.334215372803666,1.787568211555481,0.0,0
10.4,rl_0,12.134215372803666,1.799688458442688,-5.7631730400114485,0
10.8,rl_0,10.934215372803667,1.7995296716690063,0.0,0
11.2,rl_0,9.734215372803668,1.6763988733291626,0.0,0
11.6,rl_0,8.534215372803668,1.1994190216064453,0.0,0
12.0,rl_0,7.779235186401834,0.9604371786117554,2.781373834988532,0
12.4,rl_0,7.024255,0.9225218892097473,0.0,0
12.8,rl_0,6.79,0.9528857469558716,3.2545324150114627,0
13.2,rl_0,6.555745,0.9333723783493042,0.0,0
13.6,rl_0,6.79,0.9170125722885132,2.9281875000000013,0
14.0,rl_0,7.024255,0.8882943987846375,0.0,0
14.4,rl_0,7.9062490090179445,0.8819940090179443,4.048368806362151,0
14.8,rl_0,8.78642757976532,0.8801785707473755,-0.011346489191055298,0
15.2,rl_0,9.667341910247803,0.8809143304824829,0.004598498344421387,0
15.6,rl_0,10.548256240730286,0.9103005528450012,0.0,0
16.0,rl_0,10.548256240730286,1.054564118385315,0.0,0
